size,clauses,red. ratio,time_lumping,memory (MB),formula
8,24,0.0390625,0.03221845626831055,0.052947044372558594,[(x_5 v -x_6) ^ (-x_1 v x_6 v x_0) ^ (x_0 v x_6 v -x_4) ^ (x_0 v x_1 v x_5) ^ (-x_5 v -x_6) ^ (x_0 v -x_5 v -x_2) ^ (-x_5 v x_2 v x_4) ^ (x_3 v -x_7 v -x_6) ^ (x_3 v -x_4 v x_5) ^ (-x_2 v x_5 v x_7) ^ (x_6 v -x_4 v -x_3) ^ (x_1 v x_7 v -x_6) ^ (-x_2 v -x_4 v -x_5) ^ (x_3 v x_6 v x_5) ^ (x_0 v x_1) ^ (x_0 v x_6 v -x_5) ^ (-x_4 v x_5 v -x_0) ^ (-x_5 v x_7 v -x_0) ^ (-x_2 v x_7) ^ (x_3 v -x_4) ^ (x_1 v -x_2 v x_4) ^ (x_1 v -x_5 v -x_6) ^ (x_0 v -x_4 v -x_3) ^ (x_1 v -x_4 v -x_5)]
8,19,0.03515625,0.025406599044799805,0.051383018493652344,[(-x_0 v -x_5 v -x_3) ^ (-x_1 v -x_3 v -x_0) ^ (-x_7 v -x_5 v x_2) ^ (-x_4 v -x_6 v -x_0) ^ (x_3 v -x_7 v x_4) ^ (-x_0 v -x_5 v x_4) ^ (x_5 v -x_3) ^ (-x_4 v x_5 v -x_3) ^ (x_0 v -x_7 v x_3) ^ (x_1 v x_5 v -x_6) ^ (x_1 v x_2 v -x_0) ^ (-x_7 v x_4 v x_5) ^ (-x_1 v -x_7 v -x_3) ^ (x_0 v -x_4 v -x_7) ^ (-x_5 v -x_3 v -x_0) ^ (-x_1 v x_4 v -x_3) ^ (x_6 v -x_7 v -x_3) ^ (-x_1 v x_3 v x_0) ^ (x_0 v -x_1 v x_2)]
8,9,0.01953125,0.01458287239074707,0.053786277770996094,[(x_0 v x_6 v x_1) ^ (-x_0 v x_4 v -x_6) ^ (-x_1 v x_6 v -x_5) ^ (x_6 v x_4 v -x_0) ^ (x_0 v -x_1) ^ (x_0 v x_1 v x_7) ^ (x_7 v x_2 v -x_3) ^ (x_6 v -x_7 v -x_3) ^ (x_7 v x_5)]
8,22,0.03515625,0.0286409854888916,0.048415184020996094,[(x_5 v -x_7 v x_2) ^ (-x_1 v -x_5 v -x_2) ^ (x_1 v x_7 v x_2) ^ (x_3 v -x_4 v x_2) ^ (-x_4 v -x_2 v -x_0) ^ (x_7 v x_2) ^ (-x_1 v x_6 v x_7) ^ (x_1 v -x_4 v x_7) ^ (x_6 v x_1 v x_4) ^ (-x_7 v x_4 v -x_3) ^ (x_1 v -x_4) ^ (x_0 v -x_7 v x_3) ^ (-x_1 v -x_4) ^ (x_3 v -x_5 v -x_2) ^ (x_0 v x_1) ^ (x_1 v x_4 v x_5) ^ (x_3 v -x_5 v x_2) ^ (x_0 v x_1 v x_4) ^ (x_3 v -x_4 v -x_6) ^ (x_1 v x_2 v -x_3) ^ (x_0 v -x_7 v x_5) ^ (-x_2 v x_5 v x_4)]
8,10,0.0234375,0.015934228897094727,0.042654991149902344,[(x_0 v x_4 v x_5) ^ (-x_1 v -x_2) ^ (x_0 v -x_7 v -x_3) ^ (x_0 v x_1 v -x_6) ^ (-x_7 v -x_2 v -x_6) ^ (-x_5 v -x_7 v -x_2) ^ (x_0 v -x_5) ^ (-x_0 v -x_2 v -x_6) ^ (-x_1 v -x_5 v x_3) ^ (x_7 v x_5 v -x_6)]
8,9,0.0234375,0.01401972770690918,0.050856590270996094,[(x_6 v -x_7 v x_2) ^ (-x_5 v -x_2 v -x_0) ^ (x_0 v -x_2 v x_7) ^ (-x_1 v -x_2 v -x_3) ^ (-x_4 v x_5) ^ (-x_1 v -x_0) ^ (-x_4 v -x_3) ^ (-x_1 v -x_2 v -x_0) ^ (x_6 v x_1 v -x_3)]
8,21,0.03515625,0.029775619506835938,0.048323631286621094,[(-x_2 v -x_5 v -x_3) ^ (x_3 v -x_1 v -x_6) ^ (x_3 v -x_4 v x_7) ^ (-x_1 v x_7 v x_5) ^ (x_3 v -x_1 v x_2) ^ (x_0 v x_2 v -x_6) ^ (-x_6 v -x_5 v -x_3) ^ (x_0 v -x_7 v -x_3) ^ (x_3 v x_6 v x_1) ^ (x_0 v -x_1 v -x_3) ^ (x_3 v x_4 v -x_6) ^ (x_6 v x_1 v x_7) ^ (x_3 v x_6 v -x_5) ^ (-x_7 v -x_3 v -x_0) ^ (x_6 v x_4 v x_2) ^ (x_3 v x_4 v -x_2) ^ (x_0 v x_7 v -x_6) ^ (x_3 v x_4 v x_2) ^ (x_7 v x_5 v -x_0) ^ (x_0 v x_4 v -x_6) ^ (x_0 v x_5 v -x_3)]
8,13,0.0234375,0.025124549865722656,0.056571006774902344,[(x_1 v x_4 v x_2) ^ (-x_2 v x_7 v x_4) ^ (-x_7 v -x_5 v -x_0) ^ (x_6 v x_2 v -x_3) ^ (x_0 v -x_7 v -x_6) ^ (-x_1 v -x_7 v -x_0) ^ (-x_5 v x_2 v x_7) ^ (-x_4 v x_2 v -x_7) ^ (x_0 v -x_1 v -x_3) ^ (x_3 v -x_2 v x_5) ^ (-x_5 v -x_3 v x_4) ^ (-x_4 v -x_3) ^ (-x_1 v -x_5 v -x_6)]
8,22,0.03125,0.03285026550292969,0.049590110778808594,[(x_5 v -x_3 v -x_0) ^ (-x_1 v x_5) ^ (x_6 v x_4 v -x_3) ^ (x_0 v -x_4 v x_5) ^ (-x_2 v -x_3 v x_4) ^ (-x_4 v x_5) ^ (x_7 v x_4) ^ (x_3 v x_5 v x_0) ^ (x_3 v -x_7 v -x_5) ^ (x_0 v x_6 v -x_7) ^ (-x_4 v x_5 v -x_7) ^ (x_1 v -x_2 v -x_6) ^ (x_6 v x_5 v -x_0) ^ (-x_7 v -x_5 v x_4) ^ (-x_4 v -x_6) ^ (x_1 v -x_5) ^ (x_0 v -x_5 v x_7) ^ (-x_1 v x_2 v x_5) ^ (-x_5 v x_7 v -x_6) ^ (x_1 v -x_7 v -x_3) ^ (x_4 v x_7 v -x_0) ^ (x_0 v x_7 v -x_3)]
8,10,0.01953125,0.014481782913208008,0.046111106872558594,[(x_4 v x_2 v -x_3) ^ (x_5 v -x_7 v x_2) ^ (-x_1 v -x_5 v x_0) ^ (-x_1 v x_7 v -x_0) ^ (x_0 v -x_7 v -x_6) ^ (-x_1 v x_6 v x_3) ^ (-x_1 v x_6 v x_4) ^ (x_4 v x_5 v -x_0) ^ (x_0 v x_6 v -x_2) ^ (x_0 v x_1 v -x_2)]
8,24,0.04296875,0.03340506553649902,0.052687644958496094,[(x_3 v x_7 v x_4) ^ (x_3 v -x_4 v x_7) ^ (x_7 v x_2) ^ (x_4 v -x_3) ^ (-x_5 v -x_6) ^ (x_3 v x_7 v x_2) ^ (x_7 v -x_3 v -x_6) ^ (x_0 v x_6 v -x_7) ^ (x_3 v x_1) ^ (x_1 v -x_4 v -x_3) ^ (x_3 v x_2 v -x_6) ^ (x_4 v -x_6) ^ (-x_0 v -x_6) ^ (-x_1 v x_2 v -x_0) ^ (x_1 v -x_7 v x_2) ^ (x_3 v x_1 v -x_4) ^ (x_3 v -x_5 v -x_2) ^ (-x_1 v -x_4) ^ (-x_4 v -x_6) ^ (-x_1 v x_6 v -x_4) ^ (x_0 v x_1 v x_4) ^ (-x_2 v x_5 v -x_3) ^ (-x_1 v -x_4 v -x_5) ^ (x_7 v -x_3)]
8,24,0.02734375,0.03240633010864258,0.052290916442871094,[(x_3 v x_7 v x_4) ^ (x_7 v x_5 v -x_3) ^ (-x_4 v -x_7 v -x_0) ^ (x_4 v x_2 v x_7) ^ (x_1 v x_7 v -x_0) ^ (x_1 v -x_2 v x_5) ^ (x_3 v -x_7 v -x_5) ^ (-x_4 v x_5 v -x_7) ^ (x_6 v -x_2) ^ (-x_1 v x_4 v x_2) ^ (-x_1 v x_5 v -x_6) ^ (-x_7 v x_4) ^ (x_0 v x_6 v x_2) ^ (x_7 v -x_0) ^ (x_3 v -x_5 v x_7) ^ (-x_6 v -x_3 v -x_0) ^ (x_0 v x_4 v x_5) ^ (-x_4 v x_5 v -x_6) ^ (-x_5 v x_7 v -x_6) ^ (-x_7 v -x_2 v x_5) ^ (x_6 v x_2 v -x_0) ^ (-x_7 v -x_6) ^ (x_3 v x_5 v -x_6) ^ (x_0 v -x_1 v x_2)]
8,9,0.01953125,0.014430522918701172,0.052062034606933594,[(x_6 v -x_2 v -x_3) ^ (-x_4 v x_7 v x_5) ^ (x_5 v -x_6) ^ (-x_2 v -x_5 v -x_3) ^ (x_7 v x_5 v -x_0) ^ (x_0 v x_4) ^ (-x_1 v -x_5 v -x_3) ^ (-x_4 v x_2 v -x_3) ^ (x_6 v x_1 v x_5)]
8,17,0.0234375,0.023500919342041016,0.053549766540527344,[(-x_5 v x_7 v -x_3) ^ (x_3 v -x_2) ^ (x_0 v x_6) ^ (x_2 v -x_0) ^ (x_7 v x_2 v -x_0) ^ (x_3 v -x_5 v -x_6) ^ (-x_7 v -x_3 v -x_6) ^ (x_1 v -x_4 v x_5) ^ (x_5 v x_7 v x_2) ^ (-x_2 v -x_3) ^ (x_3 v -x_1 v -x_7) ^ (x_4 v x_5 v -x_6) ^ (-x_1 v -x_4 v x_2) ^ (-x_4 v x_2) ^ (x_3 v x_4 v -x_6) ^ (-x_7 v -x_5 v x_2) ^ (x_0 v x_6 v x_3)]
8,11,0.0234375,0.01630401611328125,0.050414085388183594,[(-x_5 v -x_6) ^ (-x_7 v -x_2 v -x_3) ^ (x_6 v x_1 v -x_0) ^ (x_0 v x_7 v x_4) ^ (x_0 v x_5) ^ (x_6 v -x_7 v -x_3) ^ (x_4 v -x_6) ^ (-x_7 v -x_2 v -x_6) ^ (-x_1 v x_5 v -x_6) ^ (x_0 v x_6 v x_7) ^ (x_4 v -x_3 v -x_0)]
8,14,0.02734375,0.019301414489746094,0.051840782165527344,[(x_4 v -x_3 v -x_0) ^ (x_6 v x_1 v -x_0) ^ (x_1 v -x_0) ^ (-x_4 v -x_5) ^ (-x_1 v x_4 v -x_2) ^ (x_6 v x_4 v x_2) ^ (x_3 v x_5 v -x_6) ^ (x_0 v -x_7) ^ (x_1 v -x_2 v -x_0) ^ (-x_1 v -x_4 v -x_3) ^ (x_1 v -x_4 v x_7) ^ (x_0 v x_7 v -x_3) ^ (x_3 v -x_4 v -x_2) ^ (x_1 v -x_4 v -x_6)]
8,19,0.03125,0.027807950973510742,0.053092002868652344,[(x_0 v x_6 v x_1) ^ (-x_2 v x_7 v -x_6) ^ (-x_1 v x_6 v x_0) ^ (x_7 v x_2) ^ (x_6 v x_1 v -x_4) ^ (x_6 v -x_4 v x_5) ^ (x_1 v -x_7 v -x_2) ^ (x_3 v -x_7 v -x_6) ^ (x_6 v -x_3) ^ (x_7 v -x_0) ^ (x_1 v x_2 v -x_0) ^ (-x_2 v x_5 v x_7) ^ (x_3 v x_1 v -x_4) ^ (x_0 v x_1 v x_2) ^ (-x_1 v -x_7 v -x_3) ^ (-x_0 v -x_4 v -x_3) ^ (-x_1 v x_6 v x_4) ^ (-x_1 v x_4 v -x_3) ^ (x_0 v -x_1 v -x_4)]
8,19,0.03125,0.027778148651123047,0.047430992126464844,[(x_0 v x_5 v x_3) ^ (x_3 v -x_0) ^ (-x_6 v x_5 v -x_3) ^ (x_1 v x_7 v x_4) ^ (x_7 v x_4) ^ (-x_4 v -x_2 v x_5) ^ (-x_5 v -x_3 v x_4) ^ (-x_1 v -x_6 v x_0) ^ (-x_1 v x_5 v -x_6) ^ (x_3 v -x_7 v -x_0) ^ (x_3 v x_4 v -x_6) ^ (x_3 v -x_5 v x_0) ^ (x_3 v x_6 v -x_7) ^ (x_3 v x_4 v x_7) ^ (-x_2 v x_4) ^ (x_6 v x_5) ^ (-x_1 v x_2 v -x_3) ^ (x_0 v -x_3) ^ (-x_7 v x_4 v -x_0)]
8,15,0.0234375,0.021604061126708984,0.053999900817871094,[(x_4 v x_7) ^ (x_3 v x_7 v x_2) ^ (x_7 v -x_3 v -x_0) ^ (x_3 v -x_1 v x_7) ^ (x_0 v -x_4 v x_2) ^ (-x_3 v -x_6) ^ (x_6 v -x_4 v -x_3) ^ (x_0 v -x_2 v -x_3) ^ (x_1 v -x_5 v -x_0) ^ (x_3 v x_1 v x_7) ^ (x_6 v x_1 v x_5) ^ (-x_1 v x_6 v -x_2) ^ (x_3 v x_1 v -x_0) ^ (-x_4 v -x_2 v x_5) ^ (-x_7 v x_4)]
8,23,0.03515625,0.0379486083984375,0.052565574645996094,[(x_0 v x_6 v x_1) ^ (-x_5 v -x_2 v -x_0) ^ (x_3 v -x_5) ^ (-x_1 v x_6 v x_7) ^ (x_6 v -x_4 v -x_0) ^ (-x_6 v -x_2 v -x_3) ^ (x_6 v -x_5 v x_7) ^ (-x_1 v -x_6) ^ (-x_2 v -x_3 v -x_0) ^ (x_6 v x_2) ^ (-x_1 v x_7 v -x_3) ^ (x_3 v x_6 v -x_4) ^ (x_0 v -x_5 v x_2) ^ (x_3 v -x_7 v -x_2) ^ (x_6 v x_4 v x_2) ^ (x_7 v x_2 v -x_6) ^ (-x_1 v -x_7 v -x_3) ^ (-x_1 v -x_5 v -x_6) ^ (x_3 v -x_2 v -x_6) ^ (-x_1 v -x_2 v x_0) ^ (-x_1 v -x_5) ^ (x_0 v x_7 v -x_3) ^ (-x_1 v x_4 v x_3)]
8,18,0.02734375,0.02358722686767578,0.043936729431152344,[(x_0 v -x_7 v -x_2) ^ (x_3 v x_1 v -x_5) ^ (x_7 v -x_3 v -x_0) ^ (-x_2 v -x_0) ^ (x_0 v x_7) ^ (x_3 v -x_7) ^ (x_0 v -x_1 v x_4) ^ (x_3 v -x_5 v x_7) ^ (x_0 v x_2) ^ (x_6 v -x_7 v -x_2) ^ (x_1 v -x_7 v x_2) ^ (x_3 v x_4 v x_7) ^ (x_0 v -x_7 v x_4) ^ (-x_5 v x_7 v x_4) ^ (x_1 v -x_6 v -x_3) ^ (x_3 v -x_4 v -x_7) ^ (-x_7 v -x_5 v x_2) ^ (x_7 v x_5)]
8,16,0.02734375,0.026006698608398438,0.044112205505371094,[(-x_4 v x_2) ^ (x_5 v -x_6) ^ (-x_4 v -x_2 v x_7) ^ (x_0 v -x_4 v -x_5) ^ (-x_4 v x_5 v -x_7) ^ (x_3 v -x_4 v x_7) ^ (x_2 v x_4 v x_5) ^ (x_6 v x_1 v -x_4) ^ (x_6 v x_7 v x_2) ^ (-x_7 v x_4 v -x_6) ^ (x_1 v -x_2 v x_5) ^ (-x_6 v -x_5 v x_4) ^ (x_6 v -x_2 v x_7) ^ (-x_1 v -x_2 v x_5) ^ (x_3 v -x_2 v -x_0) ^ (x_3 v x_5 v x_0)]
8,18,0.03125,0.024289369583129883,0.046133995056152344,[(x_6 v -x_5 v x_2) ^ (x_1 v -x_4 v -x_2) ^ (x_3 v -x_1 v x_5) ^ (x_0 v -x_7 v -x_5) ^ (x_0 v -x_3) ^ (x_1 v -x_4) ^ (-x_1 v -x_5 v -x_3) ^ (-x_4 v x_2 v -x_3) ^ (-x_2 v -x_3 v x_4) ^ (-x_5 v -x_2 v -x_3) ^ (-x_1 v -x_4 v -x_3) ^ (-x_6 v -x_5 v x_4) ^ (x_0 v x_4 v x_3) ^ (-x_7 v x_4 v -x_0) ^ (x_3 v x_4) ^ (-x_3) ^ (-x_1 v x_6 v -x_0) ^ (x_3 v x_7 v x_5)]
8,24,0.03515625,0.034264564514160156,0.050490379333496094,[(x_4 v x_7) ^ (-x_1 v x_7 v x_4) ^ (x_3 v -x_1 v -x_6) ^ (-x_6 v x_4 v -x_3) ^ (-x_4 v x_2 v -x_3) ^ (-x_1 v -x_4 v -x_3) ^ (x_1 v x_5 v -x_0) ^ (-x_7 v -x_2) ^ (-x_1 v -x_3) ^ (x_1 v x_7 v x_5) ^ (x_3 v -x_7 v -x_6) ^ (x_3 v -x_7 v x_0) ^ (x_2 v -x_0) ^ (-x_2 v -x_5) ^ (x_3 v -x_5 v x_0) ^ (x_3 v x_1 v x_4) ^ (-x_5 v x_7 v -x_0) ^ (-x_4 v x_7 v x_5) ^ (-x_0 v x_5 v -x_3) ^ (x_3 v -x_4 v -x_6) ^ (-x_7 v -x_6) ^ (x_0 v -x_4 v x_7) ^ (-x_6 v -x_2 v x_4) ^ (x_3 v -x_2 v -x_0)]
8,17,0.03515625,0.028221845626831055,0.048918724060058594,[(x_1 v -x_7 v -x_6) ^ (x_1 v -x_7) ^ (x_1 v -x_3 v -x_0) ^ (-x_5 v -x_0) ^ (x_1 v -x_2 v -x_3) ^ (-x_0 v -x_4 v -x_6) ^ (x_6 v -x_7 v -x_3) ^ (x_0 v x_7 v -x_6) ^ (x_0 v x_1 v -x_3) ^ (-x_1 v -x_7 v -x_3) ^ (x_0 v -x_7 v x_5) ^ (-x_2 v x_5 v x_4) ^ (-x_4) ^ (x_2 v x_5 v -x_0) ^ (-x_7 v x_2 v -x_3) ^ (-x_7 v -x_5 v x_2) ^ (-x_1 v x_5 v x_3)]
8,16,0.02734375,0.02262568473815918,0.052229881286621094,[(x_1 v -x_4 v -x_0) ^ (x_3 v -x_1 v x_7) ^ (x_6 v -x_0) ^ (x_1 v x_5 v -x_6) ^ (x_0 v -x_4 v x_3) ^ (-x_4 v x_7 v x_2) ^ (x_6 v -x_4 v -x_0) ^ (-x_1 v -x_2 v x_3) ^ (x_2 v -x_3 v -x_6) ^ (-x_0 v -x_7 v -x_6) ^ (x_1 v -x_2 v -x_0) ^ (-x_5 v -x_3) ^ (x_0 v -x_4 v x_2) ^ (-x_4 v -x_3) ^ (x_3 v x_4 v -x_6) ^ (x_0 v x_1 v x_4)]
8,16,0.02734375,0.021968603134155273,0.045554161071777344,[(x_3 v x_4 v x_2) ^ (-x_1 v -x_3) ^ (-x_1 v x_6 v -x_5) ^ (-x_2 v x_6 v -x_5) ^ (x_1 v -x_7 v -x_0) ^ (x_0 v x_1 v x_7) ^ (x_5 v -x_3 v -x_6) ^ (x_0 v x_6 v -x_5) ^ (x_1 v -x_5 v -x_0) ^ (-x_5 v -x_2 v x_4) ^ (x_0 v -x_7 v x_4) ^ (x_1 v -x_6 v -x_3) ^ (-x_7 v x_2 v -x_0) ^ (x_3 v -x_0 v -x_6) ^ (x_3 v x_4 v -x_6) ^ (-x_7 v x_5)]
8,16,0.02734375,0.025679588317871094,0.051161766052246094,[(-x_2 v x_4) ^ (x_0 v x_5 v x_2) ^ (-x_1 v x_3 v -x_0) ^ (x_0 v -x_1 v x_7) ^ (x_6 v -x_4 v x_5) ^ (x_0 v -x_7 v -x_5) ^ (-x_7 v x_5 v -x_3) ^ (-x_4 v -x_5 v -x_7) ^ (x_0 v x_1 v x_3) ^ (x_6 v -x_4 v x_2) ^ (x_0 v -x_6) ^ (x_1 v -x_0) ^ (x_3 v -x_7 v -x_0) ^ (x_3 v -x_1 v -x_4) ^ (-x_7 v x_5) ^ (x_0 v x_4 v x_7)]
8,24,0.0390625,0.03540658950805664,0.051886558532714844,[(-x_7 v -x_3 v -x_6) ^ (x_1 v -x_4 v x_5) ^ (-x_0 v -x_7 v -x_3) ^ (x_6 v -x_4 v -x_5) ^ (-x_7 v -x_5 v x_2) ^ (x_6 v x_7) ^ (x_3 v -x_4 v -x_5) ^ (x_3 v x_6 v -x_4) ^ (-x_1 v x_4 v x_2) ^ (-x_5 v -x_2 v -x_3) ^ (x_6 v x_1 v x_7) ^ (x_2 v x_7 v x_5) ^ (x_3 v -x_5 v -x_0) ^ (x_3 v x_2 v -x_0) ^ (x_3 v -x_7 v x_2) ^ (x_0 v x_4 v x_3) ^ (-x_5 v -x_7 v -x_2) ^ (-x_1 v x_2 v x_5) ^ (x_3 v x_2 v x_0) ^ (-x_1 v x_6 v x_4) ^ (x_0 v -x_3) ^ (x_3 v x_1 v x_7) ^ (x_6 v -x_4 v x_2) ^ (x_4 v x_5)]
8,17,0.03125,0.02477860450744629,0.046278953552246094,[(-x_2 v x_4) ^ (x_1 v x_5) ^ (-x_4 v x_2 v -x_6) ^ (x_0 v -x_5 v -x_3) ^ (x_0 v x_7 v x_4) ^ (-x_2 v x_7 v -x_3) ^ (-x_2 v x_6 v -x_5) ^ (-x_5 v x_2 v x_4) ^ (x_0 v x_1 v x_7) ^ (x_3 v -x_4 v -x_5) ^ (-x_1 v -x_4 v -x_7) ^ (-x_4 v x_5 v -x_0) ^ (x_1 v -x_2 v x_5) ^ (x_6 v -x_4 v -x_7) ^ (x_3 v -x_4 v -x_7) ^ (x_3 v -x_4 v -x_2) ^ (x_0 v -x_7 v -x_2)]
8,23,0.03125,0.03181338310241699,0.048384666442871094,[(x_0 v x_4) ^ (-x_1 v -x_5 v -x_3) ^ (-x_4 v x_5) ^ (x_3 v x_6 v -x_2) ^ (x_2 v x_5 v -x_6) ^ (x_6 v x_1 v x_4) ^ (-x_5 v x_4) ^ (x_3 v -x_7 v -x_6) ^ (-x_0 v x_4 v -x_3) ^ (-x_1 v -x_5 v x_0) ^ (x_2 v -x_0) ^ (x_7 v -x_0) ^ (x_3 v -x_7 v -x_2) ^ (-x_1 v x_4 v x_5) ^ (x_6 v -x_5 v x_4) ^ (-x_4 v -x_3 v -x_0) ^ (-x_5 v x_7 v -x_0) ^ (x_3 v x_4 v x_2) ^ (-x_2 v x_4) ^ (-x_4 v x_2 v -x_6) ^ (x_0 v x_7) ^ (x_3 v -x_4) ^ (x_0 v -x_5 v -x_6)]
8,21,0.03125,0.03323221206665039,0.048087120056152344,[(-x_4 v -x_5 v -x_0) ^ (-x_4 v -x_5 v -x_6) ^ (-x_1 v -x_5 v -x_3) ^ (-x_4 v -x_7) ^ (x_4 v x_2) ^ (x_1 v -x_2 v x_7) ^ (x_0 v -x_7 v x_2) ^ (-x_6 v -x_5 v -x_3) ^ (x_3 v x_6 v x_2) ^ (-x_2 v x_5 v -x_0) ^ (x_1 v -x_4 v -x_3) ^ (-x_1 v -x_5 v -x_0) ^ (x_1 v x_4) ^ (-x_2 v x_5 v x_7) ^ (x_0 v x_1 v x_7) ^ (-x_4 v -x_5 v -x_7) ^ (x_6 v x_5) ^ (x_3 v x_6 v x_0) ^ (-x_1 v x_4 v -x_3) ^ (x_6 v x_2 v x_5) ^ (x_1 v x_4 v -x_3)]
8,19,0.03125,0.027566194534301758,0.048087120056152344,[(x_5 v -x_7 v x_2) ^ (-x_4 v -x_5 v -x_0) ^ (-x_2 v -x_3 v x_4) ^ (x_0 v x_6 v x_4) ^ (x_0 v x_6 v -x_2) ^ (-x_2 v -x_6) ^ (x_3 v -x_7 v x_5) ^ (x_6 v -x_4 v -x_7) ^ (x_0 v x_4 v -x_3) ^ (x_1 v -x_7 v -x_0) ^ (x_1 v -x_7 v x_5) ^ (x_3 v -x_5 v x_7) ^ (-x_2 v x_7) ^ (x_6 v -x_5 v -x_0) ^ (x_0 v -x_4 v -x_2) ^ (x_1 v x_7) ^ (-x_7 v -x_2 v -x_6) ^ (-x_2 v x_5 v x_4) ^ (-x_1 v x_5 v x_3)]
8,13,0.01953125,0.018973112106323242,0.041953086853027344,[(-x_5 v x_4) ^ (x_3 v x_1 v -x_7) ^ (x_3 v x_6 v x_4) ^ (x_0 v -x_1 v x_4) ^ (-x_0 v -x_5 v -x_3) ^ (x_0 v x_5 v -x_6) ^ (x_6 v x_7 v x_2) ^ (x_6 v x_5 v -x_3) ^ (x_3 v -x_7 v x_4) ^ (x_1 v -x_6) ^ (x_0 v x_7 v -x_3) ^ (-x_1 v x_6 v -x_0) ^ (x_3 v x_7 v x_5)]
8,20,0.03125,0.025333881378173828,0.048033714294433594,[(-x_1 v x_5 v -x_0) ^ (-x_5 v -x_2 v -x_6) ^ (x_3 v x_0) ^ (x_3 v -x_5) ^ (x_1 v -x_2 v x_5) ^ (x_6 v x_1 v -x_7) ^ (x_6 v -x_4 v -x_7) ^ (-x_5 v x_2) ^ (x_6 v -x_4 v -x_3) ^ (x_0 v x_1 v x_7) ^ (-x_6 v x_7 v x_4) ^ (-x_6 v -x_3 v -x_0) ^ (-x_1 v -x_0 v -x_3) ^ (x_3 v x_6 v x_7) ^ (x_3 v x_4 v x_2) ^ (x_6 v -x_4 v -x_2) ^ (-x_1 v x_4 v -x_3) ^ (x_6 v -x_7 v -x_3) ^ (x_6 v x_4 v x_5) ^ (x_3 v x_4)]
9,15,0.013671875,0.03982830047607422,0.09107112884521484,[(x_7 v x_2 v x_4) ^ (-x_5 v x_7) ^ (-x_1 v x_5 v x_3) ^ (-x_7 v -x_5 v -x_0) ^ (x_6 v x_4 v -x_0) ^ (x_1 v -x_5 v -x_3) ^ (x_3 v -x_1 v -x_0) ^ (-x_2 v x_5 v -x_0) ^ (x_0 v -x_5) ^ (x_3 v -x_5 v x_7) ^ (x_4 v x_5 v -x_8) ^ (x_3 v x_4 v x_7) ^ (x_0 v -x_5 v x_8) ^ (x_6 v -x_7 v x_5) ^ (-x_4 v -x_6 v -x_0)]
9,26,0.025390625,0.06799745559692383,0.1051321029663086,[(-x_1 v -x_5 v -x_2) ^ (x_0 v x_1 v -x_5) ^ (-x_1 v -x_7 v -x_2) ^ (x_2 v -x_6) ^ (-x_1 v x_6 v x_8) ^ (x_8 v -x_5 v -x_3) ^ (-x_4 v -x_7 v -x_3) ^ (x_1 v -x_8 v -x_6) ^ (-x_1 v -x_5 v x_0) ^ (-x_4 v x_8) ^ (x_0 v -x_1 v x_5) ^ (-x_5 v x_8) ^ (x_0 v -x_7) ^ (x_3 v x_1 v x_5) ^ (x_6 v x_5 v -x_8) ^ (x_7 v -x_3) ^ (-x_1 v -x_2 v x_0) ^ (-x_2 v x_7) ^ (x_0 v x_5 v -x_3) ^ (x_1 v x_2 v -x_3) ^ (-x_1 v x_0 v x_8) ^ (x_0 v -x_4 v x_2) ^ (x_6 v -x_7 v -x_8) ^ (x_6 v x_8) ^ (x_3 v -x_7 v -x_8) ^ (x_0 v -x_1 v x_2)]
9,15,0.01171875,0.04780769348144531,0.0884695053100586,[(x_8 v -x_2 v x_4) ^ (-x_5 v -x_2 v -x_0) ^ (x_6 v -x_0) ^ (x_1 v x_4 v -x_8) ^ (x_0 v x_5) ^ (x_3 v -x_4 v x_7) ^ (-x_7 v x_2) ^ (x_6 v x_5 v x_8) ^ (x_1 v x_5 v -x_8) ^ (x_7 v x_5 v x_8) ^ (x_3 v x_8 v -x_0) ^ (x_0 v x_6 v -x_4) ^ (-x_1 v -x_7) ^ (-x_7 v -x_8 v -x_6) ^ (x_1 v -x_4 v -x_6)]
9,20,0.017578125,0.054277896881103516,0.1011800765991211,[(x_1 v x_8) ^ (x_6 v x_5 v -x_3) ^ (-x_1 v x_7 v x_5) ^ (-x_1 v x_6 v -x_3) ^ (x_1 v -x_4) ^ (-x_0 v -x_5 v x_4) ^ (x_1 v -x_6 v -x_0) ^ (x_0 v x_1 v -x_4) ^ (x_7 v x_2 v x_8) ^ (x_3 v x_4 v -x_2) ^ (x_2 v x_5 v -x_8) ^ (-x_2 v -x_5 v -x_0) ^ (-x_4 v -x_5 v -x_3) ^ (x_7 v -x_3) ^ (-x_1 v x_2 v -x_3) ^ (x_0 v x_2 v x_8) ^ (x_4 v -x_0) ^ (x_3 v x_1 v x_7) ^ (x_4 v x_2 v -x_0) ^ (-x_1 v -x_4 v -x_8)]
