size,edges,red. ratio,time_lumping,memory (MB),graph
8,11,0.03515625,0.00552821159362793,0.036026954650878906,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (2, 4), (0, 4), (2, 7), (0, 3), (4, 6), (5, 7), (6, 7), (5, 6), (1, 3), (4, 7)])"
9,18,0.02734375,0.010480880737304688,0.09114265441894531,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (1, 2), (8, 4), (2, 7), (1, 5), (8, 7), (3, 7), (0, 3), (8, 0), (2, 3), (6, 7), (0, 2), (8, 3), (0, 5), (0, 8), (1, 3), (4, 7), (3, 5)])"
10,18,0.0146484375,0.019071340560913086,0.15526199340820312,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(0, 1), (0, 7), (2, 4), (0, 4), (8, 4), (2, 7), (1, 5), (9, 3), (8, 7), (9, 6), (4, 6), (6, 7), (1, 7), (4, 5), (8, 6), (9, 1), (9, 7), (1, 9)])"
11,24,0.0078125,0.04174375534057617,0.32099151611328125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(3, 4), (3, 7), (8, 0), (1, 6), (0, 8), (1, 3), (1, 9), (8, 2), (9, 1), (8, 5), (10, 2), (9, 4), (9, 10), (10, 5), (0, 4), (1, 5), (2, 10), (10, 4), (9, 6), (0, 9), (1, 4), (2, 3), (2, 6), (1, 10)])"
12,18,0.003662109375,0.0877377986907959,0.6212310791015625,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(0, 7), (11, 7), (1, 2), (2, 7), (8, 1), (4, 6), (8, 10), (10, 7), (1, 4), (0, 6), (5, 7), (8, 0), (8, 3), (11, 5), (0, 8), (9, 7), (8, 11), (9, 4)])"
13,29,0.0023193359375,0.16675472259521484,1.3503036499023438,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(12, 4), (3, 4), (4, 6), (4, 12), (5, 7), (8, 0), (0, 2), (0, 8), (2, 5), (10, 12), (1, 9), (0, 11), (1, 12), (3, 6), (9, 1), (8, 11), (10, 2), (0, 7), (1, 2), (0, 10), (1, 5), (2, 10), (12, 5), (3, 5), (9, 6), (0, 9), (1, 4), (2, 12), (1, 10)])"
14,31,0.00146484375,0.3558182716369629,2.4918746948242188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(4, 6), (12, 13), (8, 0), (0, 2), (10, 6), (0, 5), (8, 6), (0, 8), (2, 5), (12, 6), (9, 4), (9, 10), (0, 7), (2, 4), (10, 5), (2, 7), (13, 7), (0, 13), (3, 5), (8, 4), (9, 3), (9, 6), (9, 12), (8, 10), (1, 4), (11, 6), (2, 3), (8, 13), (1, 7), (11, 12), (1, 10)])"
15,39,0.000823974609375,0.7325565814971924,4.8146514892578125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(14, 7), (5, 7), (5, 13), (3, 13), (8, 3), (9, 5), (8, 9), (11, 5), (10, 3), (8, 6), (9, 14), (2, 5), (1, 3), (13, 5), (11, 14), (5, 6), (4, 14), (3, 6), (3, 12), (8, 2), (11, 4), (8, 5), (9, 10), (11, 7), (1, 2), (10, 11), (1, 5), (2, 13), (12, 14), (3, 14), (10, 4), (9, 12), (10, 7), (10, 13), (2, 3), (8, 13), (1, 7), (2, 12), (13, 6)])"
5,4,0.15625,0.0009000301361083984,0.02087688446044922,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(1, 2), (0, 3), (3, 4), (1, 4)])"
6,6,0.09375,0.0014803409576416016,0.01551055908203125,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 4), (0, 3), (2, 3), (0, 2), (2, 5), (3, 5)])"
7,6,0.046875,0.003055095672607422,0.02088165283203125,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(0, 1), (1, 5), (0, 6), (5, 6), (1, 6), (1, 3)])"
8,12,0.04296875,0.007351398468017578,0.039933204650878906,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (1, 2), (2, 7), (3, 7), (0, 3), (1, 4), (2, 3), (4, 5), (1, 6), (2, 5), (4, 7), (3, 5)])"
9,14,0.0234375,0.011148929595947266,0.08578681945800781,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(8, 4), (3, 4), (2, 7), (8, 7), (0, 3), (0, 6), (1, 7), (8, 3), (4, 5), (5, 6), (0, 5), (2, 5), (4, 7), (3, 5)])"
10,18,0.0146484375,0.017997026443481445,0.15942764282226562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(0, 1), (9, 3), (1, 5), (4, 6), (1, 4), (0, 6), (8, 5), (8, 0), (8, 3), (8, 9), (2, 6), (3, 6), (1, 6), (0, 8), (2, 5), (1, 3), (4, 7), (9, 4)])"
11,16,0.00732421875,0.0381929874420166,0.3433990478515625,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(2, 4), (1, 2), (10, 5), (0, 10), (8, 1), (10, 4), (9, 6), (9, 2), (0, 2), (3, 6), (0, 5), (1, 10), (1, 6), (2, 5), (9, 7), (9, 4)])"
12,28,0.0048828125,0.08596110343933105,0.6152420043945312,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(9, 2), (8, 3), (0, 5), (10, 3), (11, 5), (1, 6), (2, 5), (2, 11), (1, 3), (1, 9), (0, 11), (4, 5), (5, 6), (3, 6), (9, 1), (11, 4), (8, 11), (9, 4), (9, 10), (0, 7), (10, 2), (0, 10), (1, 5), (2, 10), (4, 7), (8, 4), (8, 7), (10, 4)])"
13,34,0.0029296875,0.18700504302978516,1.2917404174804688,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(12, 4), (12, 7), (4, 6), (4, 12), (0, 2), (8, 6), (10, 3), (8, 12), (1, 6), (2, 5), (1, 3), (2, 11), (1, 12), (12, 6), (3, 12), (11, 4), (8, 11), (9, 10), (0, 7), (0, 10), (1, 5), (1, 11), (3, 11), (8, 4), (11, 3), (0, 9), (10, 7), (8, 10), (0, 6), (2, 3), (11, 6), (11, 12), (2, 6), (2, 12)])"
14,37,0.0015869140625,0.36963343620300293,2.4887924194335938,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(12, 4), (4, 6), (4, 12), (5, 13), (3, 13), (0, 2), (9, 5), (0, 5), (11, 5), (1, 6), (1, 3), (1, 9), (13, 5), (4, 5), (12, 6), (5, 6), (3, 6), (3, 12), (8, 2), (9, 1), (8, 11), (10, 2), (0, 1), (9, 10), (9, 13), (0, 10), (1, 11), (2, 10), (4, 7), (8, 4), (4, 13), (9, 3), (10, 4), (1, 4), (2, 3), (8, 13), (2, 6)])"
15,34,0.00079345703125,0.7165226936340332,4.380943298339844,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(5, 13), (3, 13), (0, 2), (8, 3), (9, 5), (10, 6), (8, 6), (10, 3), (9, 11), (2, 5), (13, 5), (1, 9), (2, 14), (4, 5), (4, 14), (9, 1), (0, 1), (11, 7), (10, 5), (9, 10), (9, 13), (13, 7), (1, 11), (10, 14), (11, 13), (2, 13), (6, 7), (9, 3), (0, 3), (9, 12), (11, 6), (0, 12), (8, 13), (2, 12)])"
5,4,0.15625,0.0008194446563720703,0.02087688446044922,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (1, 2), (1, 3), (3, 4)])"
6,3,0.0625,0.0011432170867919922,0.0133514404296875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(1, 2), (0, 5), (1, 5)])"
7,6,0.046875,0.0023508071899414062,0.0215911865234375,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(2, 4), (3, 4), (2, 3), (2, 6), (0, 5), (1, 6)])"
8,13,0.0390625,0.004095315933227539,0.037323951721191406,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (0, 7), (2, 4), (0, 4), (1, 5), (0, 3), (4, 6), (1, 4), (1, 7), (5, 6), (0, 5), (2, 5), (3, 5)])"
9,16,0.0234375,0.00868368148803711,0.08925056457519531,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (1, 2), (1, 5), (8, 1), (3, 7), (8, 7), (1, 4), (0, 6), (8, 5), (1, 7), (8, 3), (5, 6), (8, 6), (2, 5), (1, 3), (4, 7)])"
10,16,0.013671875,0.018001079559326172,0.15855789184570312,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(0, 7), (1, 2), (3, 4), (8, 1), (3, 7), (9, 6), (0, 3), (0, 9), (5, 7), (2, 3), (6, 7), (0, 2), (8, 6), (9, 1), (1, 3), (1, 9)])"
11,17,0.0078125,0.04597187042236328,0.34420013427734375,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(9, 10), (1, 5), (10, 4), (0, 3), (1, 4), (0, 6), (9, 5), (0, 2), (6, 7), (8, 9), (8, 6), (10, 3), (1, 6), (9, 1), (1, 3), (1, 9), (3, 5)])"
12,20,0.00390625,0.07712864875793457,0.593505859375,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(3, 7), (10, 6), (0, 5), (11, 5), (2, 11), (1, 9), (8, 2), (9, 1), (8, 5), (10, 2), (8, 11), (9, 4), (10, 11), (0, 4), (2, 10), (8, 1), (8, 7), (10, 4), (9, 6), (1, 7)])"
13,25,0.0023193359375,0.1616663932800293,1.360809326171875,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(8, 0), (9, 5), (0, 2), (11, 5), (1, 6), (0, 8), (9, 11), (1, 3), (2, 11), (10, 12), (4, 5), (3, 6), (3, 12), (8, 2), (9, 7), (11, 4), (10, 2), (0, 1), (11, 7), (1, 5), (1, 11), (2, 10), (8, 1), (8, 7), (9, 6)])"
14,28,0.00128173828125,0.31696081161499023,2.3988876342773438,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(3, 4), (12, 13), (8, 0), (8, 9), (10, 3), (9, 11), (0, 8), (1, 12), (9, 7), (11, 4), (0, 7), (2, 4), (10, 5), (0, 4), (0, 10), (0, 13), (2, 13), (12, 5), (4, 7), (8, 4), (4, 13), (10, 4), (9, 6), (0, 3), (10, 13), (11, 12), (1, 13), (13, 6)])"
15,38,0.000885009765625,0.6709504127502441,4.430519104003906,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(12, 4), (12, 7), (3, 7), (4, 12), (5, 7), (5, 13), (3, 13), (8, 3), (10, 6), (8, 6), (10, 3), (13, 5), (0, 11), (1, 12), (4, 5), (12, 6), (3, 12), (11, 4), (9, 4), (9, 10), (1, 2), (9, 13), (10, 11), (2, 7), (13, 7), (10, 14), (0, 13), (11, 13), (4, 7), (3, 5), (9, 3), (9, 6), (10, 13), (0, 6), (0, 12), (2, 3), (11, 6), (2, 6)])"
5,2,0.09375,0.0012803077697753906,0.01742839813232422,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (1, 3)])"
6,5,0.09375,0.0013728141784667969,0.01619720458984375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 4), (3, 4), (1, 5), (0, 5), (2, 5)])"
7,10,0.0703125,0.0023009777069091797,0.024261474609375,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(0, 1), (1, 5), (1, 4), (0, 2), (4, 5), (2, 6), (5, 6), (0, 5), (2, 5), (3, 5)])"
8,9,0.03515625,0.004082679748535156,0.035431861877441406,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (0, 4), (3, 4), (0, 2), (3, 6), (2, 5), (1, 3), (4, 7), (3, 5)])"
9,12,0.021484375,0.008719205856323242,0.08976173400878906,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (1, 2), (8, 4), (1, 5), (1, 4), (0, 6), (8, 0), (0, 2), (4, 5), (1, 6), (0, 8), (1, 3)])"
10,19,0.0146484375,0.0233767032623291,0.15811538696289062,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(3, 7), (4, 6), (9, 2), (8, 0), (9, 5), (8, 3), (8, 9), (0, 8), (3, 6), (2, 4), (1, 5), (6, 7), (4, 7), (3, 5), (8, 1), (1, 4), (0, 6), (2, 3), (2, 6)])"
11,16,0.00634765625,0.03713822364807129,0.33458709716796875,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(10, 5), (9, 3), (9, 6), (1, 4), (0, 6), (2, 3), (6, 7), (0, 2), (4, 5), (3, 6), (1, 10), (0, 5), (9, 1), (9, 7), (1, 9), (9, 4)])"
12,26,0.004638671875,0.08339309692382812,0.6264266967773438,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(3, 4), (9, 2), (8, 0), (9, 5), (0, 2), (10, 6), (9, 11), (0, 8), (2, 5), (2, 11), (3, 6), (11, 4), (8, 11), (0, 1), (0, 7), (2, 4), (1, 2), (9, 10), (6, 7), (3, 11), (9, 3), (9, 6), (11, 3), (10, 7), (1, 4), (2, 6)])"
13,37,0.0030517578125,0.16161537170410156,1.2130126953125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(12, 7), (3, 7), (4, 6), (9, 2), (9, 5), (8, 3), (10, 6), (8, 6), (10, 3), (8, 12), (10, 12), (1, 12), (5, 6), (0, 1), (2, 4), (10, 5), (0, 4), (0, 10), (10, 11), (1, 5), (1, 11), (12, 5), (4, 7), (3, 5), (3, 11), (9, 3), (8, 7), (10, 4), (9, 6), (0, 3), (11, 3), (8, 10), (0, 6), (2, 3), (11, 6), (11, 12), (2, 6)])"
14,35,0.0015869140625,0.3373415470123291,2.5109634399414062,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(4, 6), (12, 13), (9, 2), (3, 13), (0, 2), (8, 3), (9, 5), (8, 9), (8, 6), (1, 3), (0, 11), (1, 12), (3, 6), (8, 5), (8, 11), (9, 4), (9, 10), (10, 2), (10, 5), (0, 4), (0, 10), (9, 13), (1, 5), (0, 13), (2, 10), (2, 13), (4, 7), (4, 13), (9, 3), (8, 1), (8, 7), (0, 3), (1, 4), (2, 3), (1, 10)])"
15,38,0.00079345703125,0.678992748260498,4.540946960449219,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(9, 14), (14, 7), (8, 0), (5, 13), (0, 2), (0, 5), (11, 5), (8, 6), (9, 11), (0, 8), (2, 5), (13, 5), (0, 14), (1, 3), (0, 11), (13, 14), (6, 14), (14, 6), (12, 6), (3, 6), (8, 5), (10, 2), (11, 7), (10, 5), (8, 14), (10, 11), (11, 13), (2, 10), (6, 7), (3, 11), (3, 14), (9, 6), (11, 3), (0, 9), (10, 13), (11, 6), (2, 3), (8, 13)])"
5,2,0.09375,0.0010831356048583984,0.01742839813232422,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (1, 3)])"
6,4,0.0625,0.0011408329010009766,0.0134429931640625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(1, 2), (1, 3), (3, 4), (1, 4)])"
7,5,0.0390625,0.0023293495178222656,0.0208282470703125,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(0, 1), (1, 2), (1, 5), (4, 6), (2, 5)])"
8,12,0.03515625,0.005343198776245117,0.034684181213378906,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(1, 2), (3, 4), (2, 7), (1, 5), (3, 7), (4, 6), (2, 3), (4, 5), (2, 6), (5, 6), (1, 6), (2, 5)])"
9,14,0.025390625,0.009490251541137695,0.08951759338378906,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (1, 2), (0, 4), (8, 4), (8, 1), (8, 7), (3, 7), (0, 3), (4, 6), (2, 3), (1, 7), (3, 6), (2, 5), (1, 3)])"
10,17,0.0126953125,0.018877744674682617,0.14802169799804688,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(0, 1), (2, 4), (1, 2), (9, 7), (2, 7), (8, 7), (3, 7), (0, 3), (0, 9), (1, 4), (1, 7), (8, 3), (4, 5), (8, 2), (9, 1), (1, 3), (1, 9)])"
11,21,0.00732421875,0.046193838119506836,0.33721923828125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(3, 4), (4, 6), (9, 2), (8, 0), (0, 5), (0, 8), (9, 7), (8, 5), (9, 4), (0, 7), (0, 4), (2, 7), (1, 5), (8, 1), (8, 7), (10, 4), (8, 10), (10, 7), (0, 6), (2, 6), (1, 10)])"
12,19,0.004150390625,0.0794534683227539,0.6128311157226562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(4, 6), (8, 0), (8, 3), (1, 6), (0, 8), (4, 5), (3, 6), (9, 7), (8, 5), (8, 11), (9, 4), (3, 5), (8, 4), (9, 3), (8, 7), (9, 6), (0, 9), (0, 6), (1, 10)])"
13,23,0.0023193359375,0.15500354766845703,1.32330322265625,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(12, 7), (4, 6), (9, 2), (8, 3), (8, 9), (10, 6), (8, 6), (10, 3), (9, 11), (10, 12), (4, 5), (12, 6), (3, 12), (8, 2), (0, 1), (1, 2), (0, 10), (1, 5), (8, 1), (9, 12), (1, 4), (0, 12), (11, 12)])"
14,33,0.00140380859375,0.32811498641967773,2.4809417724609375,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(3, 4), (4, 6), (9, 2), (5, 7), (5, 13), (0, 2), (10, 6), (1, 3), (13, 5), (4, 5), (5, 6), (3, 6), (8, 2), (9, 7), (8, 11), (9, 4), (0, 1), (0, 7), (10, 5), (9, 10), (10, 11), (2, 13), (6, 7), (8, 4), (4, 13), (10, 4), (0, 9), (10, 13), (0, 6), (11, 6), (8, 13), (1, 13), (13, 6)])"
15,37,0.000823974609375,0.686431884765625,4.417915344238281,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(14, 7), (9, 2), (3, 13), (10, 6), (9, 14), (2, 5), (2, 11), (1, 9), (0, 11), (2, 14), (1, 12), (6, 14), (14, 6), (4, 5), (5, 6), (9, 1), (9, 7), (11, 4), (8, 11), (9, 4), (9, 10), (0, 7), (2, 4), (10, 2), (10, 11), (10, 14), (1, 11), (2, 10), (6, 7), (4, 7), (9, 3), (5, 14), (9, 12), (0, 6), (0, 12), (2, 12), (1, 10)])"
5,4,0.15625,0.0010561943054199219,0.02087688446044922,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 2), (0, 3), (3, 4), (1, 4)])"
6,3,0.0625,0.0011649131774902344,0.0133514404296875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(1, 4), (2, 4), (0, 5)])"
7,7,0.0546875,0.002653360366821289,0.02288818359375,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(1, 4), (0, 6), (0, 2), (2, 6), (1, 6), (2, 5), (3, 5)])"
8,10,0.0390625,0.005162239074707031,0.036820411682128906,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 7), (1, 2), (1, 5), (3, 7), (0, 3), (6, 7), (0, 2), (4, 5), (2, 6), (0, 5)])"
9,11,0.01953125,0.008815288543701172,0.08143806457519531,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(1, 2), (0, 3), (2, 3), (6, 7), (8, 3), (3, 6), (1, 6), (2, 5), (1, 3), (8, 5), (8, 2)])"
10,15,0.0126953125,0.019922494888305664,0.14789199829101562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(9, 7), (3, 4), (9, 3), (1, 5), (8, 7), (3, 7), (1, 4), (0, 2), (1, 7), (4, 5), (5, 6), (3, 6), (1, 3), (8, 5), (9, 4)])"
11,7,0.00390625,0.043047189712524414,0.3228607177734375,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(2, 4), (0, 3), (0, 6), (1, 10), (8, 2), (1, 3), (9, 4)])"
12,25,0.005126953125,0.0897061824798584,0.6283187866210938,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(3, 4), (3, 7), (8, 9), (0, 5), (11, 5), (8, 6), (9, 11), (0, 11), (5, 6), (8, 5), (11, 4), (11, 7), (2, 4), (0, 4), (2, 7), (1, 5), (4, 7), (8, 4), (9, 3), (8, 7), (10, 4), (0, 3), (1, 4), (2, 3), (2, 6)])"
13,25,0.00244140625,0.1603708267211914,1.3369293212890625,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(3, 4), (3, 7), (10, 6), (8, 6), (1, 6), (0, 11), (8, 2), (9, 7), (9, 4), (9, 10), (0, 7), (2, 4), (1, 2), (11, 7), (10, 11), (1, 11), (3, 11), (10, 4), (0, 3), (0, 9), (11, 3), (1, 4), (0, 6), (1, 7), (2, 12)])"
14,26,0.00128173828125,0.3408524990081787,2.4264068603515625,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(0, 2), (8, 3), (10, 6), (8, 9), (10, 3), (8, 12), (2, 5), (4, 5), (8, 11), (9, 4), (0, 7), (2, 4), (0, 4), (13, 7), (11, 13), (2, 13), (4, 7), (9, 3), (10, 4), (0, 3), (10, 7), (10, 13), (0, 12), (8, 13), (1, 7), (1, 13)])"
15,37,0.00079345703125,0.6797637939453125,4.3870849609375,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(12, 7), (12, 13), (8, 0), (3, 13), (0, 2), (8, 9), (10, 3), (0, 8), (2, 5), (1, 3), (0, 11), (1, 12), (6, 14), (14, 6), (4, 5), (5, 6), (3, 6), (9, 4), (0, 1), (11, 7), (2, 4), (1, 2), (9, 13), (10, 11), (1, 5), (3, 5), (3, 11), (3, 14), (9, 3), (8, 7), (11, 3), (9, 12), (1, 4), (0, 12), (8, 13), (1, 7), (1, 13)])"
5,4,0.125,0.0016396045684814453,0.01832103729248047,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(1, 2), (0, 2), (0, 3), (2, 3)])"
6,5,0.078125,0.003088712692260742,0.01342010498046875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 4), (1, 2), (1, 5), (0, 3), (2, 5)])"
7,7,0.0546875,0.0037877559661865234,0.02291107177734375,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(0, 4), (2, 3), (4, 5), (2, 6), (0, 5), (1, 6), (3, 5)])"
8,12,0.0390625,0.008582592010498047,0.037156105041503906,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (2, 4), (1, 2), (0, 3), (1, 4), (5, 7), (0, 2), (1, 7), (2, 6), (0, 5), (1, 6), (3, 5)])"
9,10,0.01953125,0.010450124740600586,0.08119392395019531,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (8, 4), (1, 5), (8, 7), (0, 3), (0, 6), (6, 7), (8, 3), (8, 6), (2, 5)])"
10,21,0.015625,0.024094581604003906,0.16144180297851562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(4, 6), (8, 0), (9, 5), (0, 2), (8, 3), (8, 6), (1, 6), (0, 8), (1, 3), (4, 5), (3, 6), (0, 7), (1, 2), (0, 4), (4, 7), (3, 5), (9, 3), (8, 1), (0, 9), (1, 4), (1, 7)])"
11,21,0.0087890625,0.04376363754272461,0.33991241455078125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(5, 7), (8, 0), (9, 5), (0, 2), (8, 3), (10, 6), (0, 5), (10, 3), (0, 8), (2, 5), (8, 5), (9, 4), (0, 1), (2, 4), (1, 2), (10, 5), (8, 4), (9, 3), (8, 1), (8, 10), (0, 6)])"
12,19,0.004150390625,0.08722186088562012,0.626007080078125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(4, 6), (9, 2), (8, 9), (0, 5), (10, 3), (9, 11), (1, 6), (0, 11), (5, 6), (8, 11), (11, 7), (10, 5), (10, 11), (0, 4), (2, 7), (1, 11), (8, 1), (8, 10), (1, 7)])"
13,26,0.0023193359375,0.19101786613464355,1.3436279296875,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(11, 5), (10, 3), (8, 12), (1, 6), (2, 5), (2, 11), (10, 12), (0, 11), (12, 6), (3, 6), (3, 12), (8, 11), (9, 4), (9, 10), (10, 2), (2, 4), (0, 10), (1, 11), (2, 10), (10, 4), (0, 3), (8, 10), (1, 4), (0, 12), (11, 12), (2, 12)])"
14,32,0.00146484375,0.3520698547363281,2.4519424438476562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(12, 4), (3, 7), (4, 12), (5, 7), (5, 13), (2, 11), (1, 9), (0, 11), (13, 5), (1, 12), (4, 5), (12, 6), (9, 1), (9, 7), (9, 4), (9, 10), (11, 7), (2, 4), (10, 5), (10, 11), (0, 10), (2, 7), (1, 5), (6, 7), (4, 7), (3, 5), (4, 13), (8, 7), (8, 13), (1, 7), (1, 13), (13, 6)])"
15,29,0.000701904296875,0.7272660732269287,5.083953857421875,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(3, 7), (8, 0), (8, 9), (0, 5), (9, 14), (0, 8), (2, 11), (1, 12), (12, 6), (3, 12), (9, 4), (0, 1), (11, 7), (10, 5), (1, 2), (10, 11), (0, 10), (1, 5), (1, 11), (0, 13), (13, 7), (1, 14), (5, 14), (10, 4), (0, 9), (10, 7), (8, 10), (0, 6), (1, 7)])"
5,3,0.125,0.0010459423065185547,0.01832103729248047,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (0, 4), (1, 4)])"
6,8,0.125,0.0012972354888916016,0.01708221435546875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (2, 4), (1, 2), (0, 4), (0, 3), (1, 4), (2, 3), (0, 5)])"
