size,edges,kappa,time_iteration,memory (MB),graph
11,23,46,2.375200033187866,8.227987289428711,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(4, 6), (5, 7), (8, 0), (0, 2), (0, 8), (2, 5), (4, 5), (5, 6), (3, 6), (8, 2), (9, 7), (9, 10), (0, 7), (10, 5), (0, 4), (6, 7), (9, 3), (8, 1), (0, 3), (10, 7), (2, 3), (1, 7), (2, 6)])"
12,26,1,0.08943414688110352,0.31749439239501953,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(9, 2), (5, 7), (8, 0), (9, 5), (0, 5), (8, 6), (1, 6), (0, 8), (9, 11), (1, 3), (8, 2), (8, 5), (11, 4), (8, 11), (0, 1), (0, 7), (11, 7), (9, 10), (2, 7), (1, 5), (6, 7), (3, 11), (8, 7), (9, 6), (11, 3), (1, 4)])"
12,26,64,3.900712490081787,12.605002403259277,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(3, 7), (4, 6), (8, 0), (9, 5), (8, 3), (0, 5), (11, 5), (0, 8), (2, 5), (2, 11), (0, 11), (5, 6), (8, 11), (9, 10), (0, 7), (10, 5), (1, 2), (1, 11), (3, 11), (8, 4), (8, 1), (9, 6), (11, 3), (1, 4), (1, 7), (2, 6)])"
13,22,1,0.0802147388458252,0.2912425994873047,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(3, 4), (8, 0), (8, 9), (1, 6), (0, 8), (9, 11), (1, 9), (4, 5), (3, 6), (3, 12), (8, 2), (9, 1), (8, 5), (11, 4), (9, 10), (2, 4), (10, 11), (8, 7), (9, 12), (0, 9), (11, 6), (1, 10)])"
13,26,91,5.811298608779907,17.767959594726562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(3, 7), (5, 7), (0, 2), (8, 9), (0, 5), (8, 6), (1, 6), (1, 3), (2, 11), (4, 5), (12, 6), (11, 4), (8, 11), (9, 4), (0, 1), (1, 2), (10, 11), (1, 5), (6, 7), (4, 7), (3, 11), (11, 3), (0, 9), (0, 12), (11, 12), (2, 6)])"
14,32,1,0.10840940475463867,0.3619251251220703,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(12, 7), (4, 6), (12, 13), (5, 13), (3, 13), (8, 6), (8, 12), (1, 6), (2, 11), (13, 5), (9, 7), (8, 11), (1, 2), (10, 11), (0, 10), (2, 7), (1, 5), (0, 13), (12, 5), (3, 5), (3, 11), (8, 4), (9, 3), (8, 1), (8, 7), (11, 3), (0, 9), (8, 10), (2, 3), (1, 7), (1, 13), (1, 10)])"
14,27,128,27.29202961921692,25.823484420776367,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(3, 7), (4, 6), (12, 13), (9, 5), (8, 9), (10, 6), (8, 6), (2, 5), (8, 5), (0, 1), (11, 7), (2, 4), (1, 2), (0, 10), (13, 7), (1, 11), (0, 13), (4, 7), (8, 4), (10, 4), (9, 6), (8, 10), (10, 13), (11, 6), (2, 3), (1, 13), (2, 12)])"
15,36,1,0.12154603004455566,0.38922691345214844,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(3, 4), (8, 0), (5, 13), (0, 2), (8, 3), (11, 5), (10, 3), (8, 6), (8, 12), (0, 8), (9, 14), (1, 3), (2, 11), (13, 5), (4, 5), (12, 6), (4, 14), (3, 12), (8, 5), (9, 4), (0, 1), (0, 7), (8, 14), (1, 2), (9, 10), (1, 5), (1, 11), (13, 7), (11, 13), (4, 7), (8, 4), (4, 13), (10, 7), (0, 6), (8, 13), (1, 10)])"
15,40,182,14.034271240234375,54.00632667541504,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(14, 7), (12, 13), (8, 0), (9, 5), (0, 2), (10, 6), (11, 5), (9, 14), (0, 8), (11, 14), (0, 11), (2, 14), (4, 5), (5, 6), (8, 2), (9, 7), (8, 5), (10, 2), (9, 4), (0, 1), (9, 10), (1, 2), (0, 4), (0, 10), (13, 7), (10, 14), (0, 13), (2, 10), (12, 5), (12, 14), (4, 13), (9, 3), (10, 4), (0, 9), (8, 10), (10, 13), (0, 6), (0, 12), (2, 6), (13, 6)])"
5,3,1,0.07202267646789551,1.1737918853759766,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (1, 2), (0, 4)])"
5,6,6,0.10165834426879883,0.4015693664550781,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (1, 2), (3, 4), (1, 4), (2, 3), (0, 2)])"
6,5,1,0.043851375579833984,0.15141773223876953,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (3, 4), (0, 3), (0, 5), (3, 5)])"
6,2,8,0.08609652519226074,0.24176597595214844,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (1, 4)])"
7,8,1,0.06313419342041016,0.17545795440673828,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(0, 1), (0, 3), (0, 6), (2, 3), (4, 5), (2, 6), (2, 5), (3, 5)])"
7,8,12,0.30095672607421875,0.900965690612793,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(0, 1), (2, 4), (0, 4), (3, 4), (0, 6), (4, 5), (1, 6), (2, 5)])"
8,8,1,0.05556917190551758,0.1767120361328125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (0, 3), (6, 7), (1, 7), (4, 5), (2, 6), (0, 5), (3, 5)])"
8,10,16,0.3336150646209717,1.3124818801879883,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 7), (1, 2), (3, 4), (1, 4), (0, 6), (2, 3), (4, 5), (0, 5), (1, 6), (1, 3)])"
9,13,1,0.06795430183410645,0.21540164947509766,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (2, 7), (1, 5), (8, 1), (3, 7), (5, 7), (0, 6), (6, 7), (0, 2), (8, 6), (1, 6), (8, 5), (8, 2)])"
9,9,23,0.406477689743042,1.6536893844604492,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 4), (3, 4), (8, 4), (0, 6), (6, 7), (4, 5), (8, 3), (5, 6), (4, 7)])"
10,15,1,0.06792974472045898,0.22687721252441406,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(0, 1), (2, 4), (8, 4), (0, 3), (4, 6), (5, 7), (8, 5), (2, 3), (9, 5), (8, 3), (0, 5), (9, 1), (9, 7), (1, 9), (3, 5)])"
10,16,32,1.0090680122375488,4.029391288757324,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(2, 4), (1, 2), (0, 4), (8, 4), (9, 3), (1, 5), (9, 7), (3, 7), (1, 4), (9, 5), (6, 7), (5, 6), (0, 5), (2, 5), (1, 3), (9, 4)])"
11,17,1,0.07692146301269531,0.24493122100830078,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(9, 10), (1, 5), (8, 7), (3, 7), (4, 6), (0, 9), (9, 2), (2, 3), (6, 7), (0, 2), (1, 7), (2, 6), (4, 5), (1, 10), (8, 6), (1, 3), (8, 5)])"
11,24,46,2.3760581016540527,8.537337303161621,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(8, 0), (9, 5), (0, 2), (8, 9), (10, 6), (8, 6), (10, 3), (0, 8), (4, 5), (9, 7), (8, 5), (10, 2), (9, 4), (0, 7), (2, 10), (6, 7), (4, 7), (8, 7), (10, 4), (9, 6), (0, 3), (0, 9), (1, 7), (1, 10)])"
12,21,1,0.0801699161529541,0.27976036071777344,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(4, 6), (9, 2), (5, 7), (8, 0), (9, 5), (1, 6), (0, 8), (2, 11), (0, 11), (3, 6), (9, 7), (8, 5), (9, 4), (2, 4), (10, 5), (8, 1), (8, 7), (0, 3), (11, 6), (1, 7), (2, 6)])"
12,22,64,3.4006567001342773,10.863249778747559,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(9, 2), (8, 0), (8, 9), (0, 8), (1, 9), (3, 6), (8, 2), (9, 1), (9, 4), (9, 10), (1, 2), (10, 11), (0, 10), (1, 5), (4, 7), (8, 4), (8, 1), (0, 9), (0, 6), (2, 3), (1, 7), (1, 10)])"
13,28,1,0.09484004974365234,0.3268890380859375,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(12, 7), (8, 0), (0, 2), (8, 3), (10, 6), (8, 6), (10, 3), (1, 6), (0, 8), (9, 11), (0, 11), (4, 5), (3, 12), (8, 2), (9, 7), (9, 10), (10, 5), (0, 10), (1, 11), (4, 7), (9, 3), (8, 1), (8, 7), (9, 6), (9, 12), (0, 9), (11, 12), (1, 10)])"
13,23,91,5.568101644515991,15.660173416137695,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(12, 4), (12, 7), (4, 12), (0, 2), (8, 3), (2, 5), (0, 11), (3, 6), (8, 2), (9, 10), (0, 7), (1, 2), (0, 4), (1, 5), (12, 5), (9, 6), (0, 3), (8, 10), (1, 4), (11, 6), (0, 12), (1, 7), (2, 12)])"
14,27,1,0.09095549583435059,0.33544158935546875,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(4, 6), (8, 3), (8, 9), (0, 5), (11, 5), (8, 6), (0, 11), (3, 12), (9, 7), (8, 11), (9, 4), (9, 10), (0, 7), (10, 5), (1, 2), (10, 11), (0, 13), (2, 13), (6, 7), (8, 1), (8, 7), (10, 4), (10, 7), (1, 4), (2, 3), (1, 7), (2, 6)])"
14,30,128,23.196452140808105,28.65587615966797,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(3, 4), (3, 7), (9, 2), (8, 9), (0, 5), (10, 3), (11, 5), (9, 11), (2, 5), (1, 3), (2, 11), (0, 11), (8, 2), (8, 5), (10, 2), (0, 1), (10, 5), (0, 4), (2, 7), (2, 10), (2, 13), (6, 7), (3, 11), (8, 4), (8, 7), (10, 4), (11, 3), (11, 6), (2, 3), (1, 7)])"
15,43,1,0.1418154239654541,0.45015811920166016,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(3, 4), (4, 6), (12, 13), (9, 2), (8, 0), (8, 3), (10, 6), (10, 3), (1, 6), (0, 8), (9, 11), (0, 11), (12, 6), (5, 6), (3, 6), (4, 14), (8, 2), (11, 4), (8, 5), (8, 11), (10, 2), (0, 7), (11, 7), (1, 2), (1, 5), (1, 11), (0, 13), (2, 10), (6, 7), (3, 11), (3, 14), (8, 4), (8, 1), (5, 14), (9, 6), (11, 3), (0, 9), (10, 7), (9, 12), (0, 6), (11, 12), (1, 7), (2, 6)])"
15,37,182,12.944140434265137,49.98988437652588,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(3, 7), (14, 7), (12, 13), (9, 5), (8, 9), (9, 14), (1, 6), (2, 11), (1, 3), (1, 9), (2, 14), (1, 12), (13, 14), (9, 1), (11, 4), (8, 5), (8, 11), (0, 1), (2, 4), (1, 2), (10, 5), (10, 11), (2, 7), (1, 5), (10, 14), (11, 13), (1, 14), (12, 5), (4, 7), (3, 5), (3, 14), (0, 3), (10, 7), (1, 13), (2, 6), (2, 12), (13, 6)])"
5,3,1,0.07151651382446289,1.1761722564697266,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (0, 4), (1, 4)])"
5,3,6,0.06841564178466797,0.2652463912963867,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (1, 2), (1, 3)])"
6,2,1,0.03908562660217285,0.1256847381591797,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 2), (0, 5)])"
6,7,8,0.1510603427886963,0.5646095275878906,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 4), (0, 4), (0, 2), (4, 5), (2, 5), (1, 3), (3, 5)])"
7,5,1,0.0465245246887207,0.14930152893066406,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(0, 4), (0, 3), (4, 5), (2, 5), (3, 5)])"
7,4,12,0.17410659790039062,0.4657745361328125,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(0, 1), (1, 2), (1, 3), (3, 4)])"
8,5,1,0.05524444580078125,0.15831661224365234,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(1, 2), (0, 2), (2, 6), (3, 6), (1, 3)])"
8,10,16,0.34728479385375977,1.3589773178100586,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(1, 2), (1, 5), (5, 7), (0, 6), (2, 3), (0, 2), (1, 7), (2, 6), (1, 6), (1, 3)])"
9,11,1,0.06359434127807617,0.20090961456298828,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (3, 7), (0, 3), (4, 6), (1, 4), (5, 7), (2, 3), (6, 7), (4, 5), (5, 6), (1, 3)])"
9,15,23,0.6638088226318359,2.695779800415039,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(1, 2), (8, 4), (3, 4), (8, 1), (3, 7), (4, 6), (8, 0), (8, 5), (6, 7), (0, 2), (2, 6), (5, 6), (0, 8), (2, 5), (4, 7)])"
10,17,1,0.06669998168945312,0.24345016479492188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(0, 7), (2, 4), (1, 2), (8, 4), (3, 4), (1, 5), (0, 9), (9, 2), (5, 7), (2, 3), (9, 5), (1, 7), (2, 6), (0, 5), (1, 3), (8, 5), (9, 4)])"
10,13,32,0.8351669311523438,3.318145751953125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(3, 4), (2, 7), (4, 6), (0, 9), (5, 7), (1, 7), (8, 9), (5, 6), (8, 2), (9, 1), (1, 9), (3, 5), (9, 4)])"
11,9,1,0.05467700958251953,0.18920612335205078,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(2, 7), (2, 10), (4, 6), (0, 9), (9, 6), (2, 3), (10, 6), (8, 6), (10, 2)])"
11,20,46,2.044826030731201,7.122325897216797,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(3, 7), (9, 2), (8, 3), (10, 6), (8, 6), (2, 5), (1, 3), (1, 9), (5, 6), (8, 2), (9, 1), (8, 5), (10, 5), (2, 7), (8, 7), (0, 3), (10, 7), (1, 4), (1, 7), (1, 10)])"
12,22,1,0.08828926086425781,0.28470516204833984,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(8, 0), (9, 5), (8, 3), (8, 9), (10, 3), (0, 8), (2, 11), (5, 6), (3, 6), (10, 2), (10, 5), (1, 2), (2, 10), (6, 7), (3, 5), (8, 4), (0, 3), (0, 9), (10, 7), (8, 10), (11, 6), (1, 7)])"
12,26,64,3.9912774562835693,12.634424209594727,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(0, 2), (8, 9), (10, 6), (11, 5), (9, 11), (2, 5), (2, 11), (1, 9), (5, 6), (3, 6), (9, 1), (11, 4), (10, 2), (9, 10), (2, 4), (10, 11), (1, 5), (1, 11), (2, 10), (3, 5), (3, 11), (8, 1), (8, 7), (11, 3), (0, 6), (2, 3)])"
13,32,1,0.10484671592712402,0.3525123596191406,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(12, 4), (12, 7), (4, 6), (4, 12), (5, 7), (9, 5), (8, 9), (0, 5), (9, 11), (1, 3), (0, 11), (4, 5), (3, 6), (11, 4), (8, 5), (8, 11), (10, 2), (0, 7), (11, 7), (2, 7), (2, 10), (4, 7), (3, 11), (9, 3), (8, 1), (8, 7), (10, 4), (0, 3), (11, 3), (8, 10), (0, 6), (0, 12)])"
13,29,91,9.823506116867065,19.71702766418457,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(12, 4), (12, 7), (3, 4), (4, 6), (4, 12), (9, 2), (5, 7), (0, 2), (8, 9), (10, 6), (8, 12), (2, 5), (2, 11), (4, 5), (3, 12), (8, 5), (0, 7), (2, 4), (1, 2), (11, 7), (3, 5), (8, 1), (8, 7), (9, 6), (0, 3), (10, 7), (1, 4), (2, 6), (1, 10)])"
14,28,1,0.09787106513977051,0.33992671966552734,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(12, 13), (5, 7), (0, 2), (8, 3), (10, 6), (8, 6), (8, 12), (2, 5), (5, 6), (8, 5), (11, 4), (8, 11), (10, 5), (10, 11), (0, 4), (0, 10), (9, 13), (12, 5), (3, 11), (4, 13), (8, 7), (11, 3), (0, 9), (2, 3), (8, 13), (1, 7), (11, 12), (2, 6)])"
14,25,128,14.948092460632324,23.966439247131348,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(12, 7), (3, 4), (3, 7), (8, 0), (10, 6), (10, 3), (0, 8), (2, 5), (1, 3), (2, 11), (0, 11), (1, 12), (5, 6), (3, 6), (11, 4), (8, 11), (10, 11), (9, 13), (3, 5), (8, 4), (8, 7), (0, 9), (0, 6), (0, 12), (2, 6)])"
15,36,1,0.11881828308105469,0.3965950012207031,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(12, 4), (3, 7), (14, 7), (4, 6), (4, 12), (5, 13), (9, 11), (13, 5), (1, 12), (13, 14), (4, 5), (12, 6), (5, 6), (4, 14), (8, 5), (0, 1), (10, 5), (1, 2), (9, 13), (2, 7), (1, 5), (13, 7), (11, 13), (12, 5), (4, 7), (12, 14), (9, 3), (0, 3), (0, 9), (8, 10), (1, 4), (8, 13), (11, 12), (1, 13), (2, 6), (2, 12)])"
15,41,182,14.657776832580566,55.3453893661499,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(12, 4), (14, 7), (4, 12), (9, 2), (5, 7), (8, 0), (3, 13), (11, 5), (0, 8), (2, 5), (0, 14), (1, 3), (2, 11), (1, 12), (6, 14), (14, 6), (5, 6), (9, 7), (11, 4), (8, 11), (0, 1), (9, 10), (2, 4), (1, 2), (8, 14), (1, 11), (1, 14), (2, 13), (12, 5), (3, 5), (12, 14), (3, 14), (5, 14), (8, 7), (9, 6), (9, 12), (8, 10), (10, 13), (1, 7), (2, 6), (1, 10)])"
5,3,1,0.07591938972473145,1.1743688583374023,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (0, 2), (3, 4)])"
5,3,6,0.17653369903564453,0.5546131134033203,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(1, 3), (1, 2), (0, 4)])"
6,10,1,0.07667922973632812,0.1948680877685547,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (1, 2), (1, 5), (0, 3), (1, 4), (2, 3), (0, 2), (4, 5), (0, 5), (1, 3)])"
6,3,8,0.1712932586669922,0.448638916015625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (3, 5), (1, 4)])"
7,5,1,0.05278277397155762,0.14893817901611328,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(1, 5), (0, 3), (1, 4), (0, 6), (2, 6)])"
7,10,12,0.26152801513671875,1.1092462539672852,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(1, 2), (0, 4), (1, 5), (4, 6), (0, 6), (0, 2), (4, 5), (2, 6), (5, 6), (1, 6)])"
8,6,1,0.056771278381347656,0.16133403778076172,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (0, 3), (4, 5), (2, 6), (3, 6), (2, 5)])"
8,12,16,0.37716197967529297,1.576960563659668,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (0, 7), (3, 4), (1, 5), (0, 3), (5, 7), (0, 2), (1, 7), (5, 6), (0, 5), (1, 6), (3, 5)])"
9,13,1,0.06683874130249023,0.21412086486816406,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (8, 4), (5, 7), (8, 0), (2, 3), (6, 7), (1, 7), (0, 2), (0, 5), (8, 6), (1, 6), (0, 8), (2, 5)])"
9,11,23,0.5022802352905273,1.9868545532226562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(3, 4), (1, 5), (3, 7), (5, 7), (0, 6), (2, 3), (8, 3), (4, 5), (5, 6), (0, 5), (1, 3)])"
10,16,1,0.1543443202972412,0.2597818374633789,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(0, 1), (2, 4), (0, 4), (9, 3), (9, 6), (0, 3), (9, 2), (5, 7), (2, 3), (6, 7), (1, 7), (8, 3), (8, 9), (0, 5), (1, 6), (1, 3)])"
10,17,32,1.0873465538024902,4.230280876159668,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(1, 2), (3, 4), (2, 7), (8, 1), (8, 7), (3, 7), (0, 9), (1, 4), (2, 3), (4, 7), (4, 5), (8, 9), (2, 6), (8, 6), (9, 1), (1, 3), (1, 9)])"
11,12,1,0.05988502502441406,0.2076864242553711,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(0, 1), (0, 7), (0, 10), (8, 1), (1, 5), (10, 4), (9, 6), (0, 9), (9, 2), (1, 4), (8, 2), (4, 7)])"
11,18,46,1.8913066387176514,6.49383544921875,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(2, 4), (8, 4), (2, 7), (8, 1), (10, 4), (0, 3), (9, 2), (8, 0), (9, 5), (0, 2), (2, 6), (1, 10), (10, 3), (1, 6), (0, 8), (2, 5), (9, 7), (8, 2)])"
12,29,1,0.09900379180908203,0.3384990692138672,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(3, 7), (4, 6), (9, 2), (0, 2), (8, 9), (1, 6), (9, 11), (1, 3), (2, 11), (0, 11), (8, 2), (9, 7), (8, 5), (8, 11), (10, 2), (9, 10), (11, 7), (1, 2), (10, 11), (0, 10), (2, 7), (1, 11), (2, 10), (6, 7), (3, 5), (8, 1), (9, 6), (10, 7), (0, 6)])"
12,22,64,3.281400442123413,10.7871675491333,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(8, 0), (8, 3), (10, 6), (9, 11), (0, 8), (1, 9), (3, 6), (9, 1), (9, 7), (10, 2), (0, 4), (0, 10), (1, 5), (2, 10), (6, 7), (4, 7), (3, 5), (3, 11), (11, 3), (8, 10), (10, 7), (2, 6)])"
13,28,1,0.10106563568115234,0.3253002166748047,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(12, 4), (12, 7), (3, 7), (4, 6), (4, 12), (9, 5), (8, 9), (1, 9), (1, 12), (5, 6), (3, 6), (3, 12), (9, 1), (11, 4), (9, 4), (0, 7), (11, 7), (2, 7), (1, 11), (6, 7), (12, 5), (4, 7), (3, 5), (8, 1), (9, 6), (9, 12), (0, 9), (10, 7)])"
13,30,91,8.886238813400269,20.43375301361084,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(5, 7), (8, 0), (0, 2), (8, 3), (8, 12), (9, 11), (0, 8), (2, 5), (1, 3), (2, 11), (12, 6), (8, 2), (11, 4), (8, 5), (0, 1), (0, 7), (10, 5), (0, 4), (0, 10), (6, 7), (12, 5), (3, 11), (8, 4), (9, 3), (8, 7), (10, 4), (11, 3), (11, 6), (2, 3), (2, 6)])"
14,38,1,0.11434316635131836,0.4021892547607422,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(3, 4), (5, 7), (3, 13), (10, 6), (0, 5), (1, 6), (9, 11), (10, 12), (0, 11), (5, 6), (3, 6), (3, 12), (9, 7), (8, 5), (8, 11), (9, 4), (1, 2), (0, 4), (0, 10), (2, 7), (1, 5), (1, 11), (13, 7), (10, 11), (11, 13), (6, 7), (3, 5), (3, 11), (8, 4), (4, 13), (8, 1), (10, 4), (0, 3), (11, 3), (8, 10), (9, 12), (1, 7), (2, 6)])"
14,37,128,107.72146677970886,35.21313762664795,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(3, 4), (3, 7), (9, 5), (0, 5), (10, 12), (12, 6), (3, 12), (8, 2), (11, 4), (8, 5), (9, 4), (10, 2), (11, 7), (2, 4), (1, 2), (10, 5), (0, 10), (2, 7), (13, 7), (1, 11), (9, 13), (2, 10), (11, 13), (2, 13), (6, 7), (4, 7), (3, 5), (3, 11), (8, 1), (9, 6), (11, 3), (1, 4), (11, 6), (1, 7), (1, 13), (2, 6), (1, 10)])"
15,39,1,0.14340925216674805,0.42116451263427734,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(12, 7), (4, 6), (3, 13), (0, 2), (0, 5), (8, 6), (1, 6), (9, 11), (10, 12), (1, 9), (13, 14), (4, 5), (12, 6), (4, 14), (3, 12), (8, 2), (9, 1), (8, 5), (11, 7), (10, 5), (0, 4), (9, 13), (10, 14), (0, 13), (11, 13), (1, 14), (2, 13), (6, 7), (8, 4), (4, 13), (9, 3), (8, 1), (5, 14), (9, 6), (0, 9), (8, 10), (1, 4), (0, 12), (13, 6)])"
15,45,182,16.40144991874695,60.676889419555664,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(12, 7), (3, 7), (4, 6), (12, 13), (9, 2), (5, 7), (5, 13), (9, 5), (0, 5), (8, 6), (8, 12), (9, 14), (2, 11), (1, 9), (13, 5), (13, 14), (6, 14), (14, 6), (4, 5), (3, 6), (4, 14), (9, 1), (9, 4), (11, 7), (1, 2), (0, 4), (0, 10), (13, 7), (0, 13), (12, 5), (3, 11), (3, 14), (9, 3), (8, 7), (10, 4), (0, 3), (0, 9), (11, 3), (1, 4), (0, 6), (2, 3), (8, 10), (8, 13), (10, 13), (2, 12)])"
