size,edges,time_lumping,kappa,time_iteration,memory (MB),graph
8,13,0.0036461000000000965,1,3.5500000000077137e-05,0.0465240478515625,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 7), (1, 2), (0, 3), (4, 6), (5, 7), (0, 6), (2, 3), (1, 7), (0, 5), (3, 6), (1, 3), (4, 7), (3, 5)])"
8,7,0.0034496000000001636,16,5.060000000023379e-05,0.0392303466796875,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (0, 7), (1, 2), (5, 7), (4, 5), (3, 6), (1, 6)])"
8,8,0.0037015999999998606,1,3.190000000019566e-05,0.04199981689453125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (0, 4), (3, 4), (1, 5), (4, 6), (0, 6), (2, 3), (4, 5)])"
8,14,0.0035997000000000945,16,7.880000000026754e-05,0.0465850830078125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (0, 7), (2, 4), (0, 4), (3, 4), (2, 7), (2, 3), (6, 7), (0, 2), (4, 5), (2, 6), (5, 6), (3, 6), (2, 5)])"
8,9,0.0035253000000001755,1,2.9499999999682558e-05,0.04143524169921875,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(1, 2), (3, 7), (0, 3), (4, 6), (4, 5), (0, 5), (2, 5), (4, 7), (3, 5)])"
8,6,0.003435599999999983,16,7.929999999989334e-05,0.04547882080078125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (1, 2), (5, 7), (0, 6), (4, 5), (2, 5)])"
8,10,0.004951300000000103,1,4.6500000000282427e-05,0.044189453125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (0, 4), (1, 5), (0, 3), (2, 3), (6, 7), (2, 6), (5, 6), (2, 5), (1, 3)])"
8,11,0.0036026000000002334,16,7.089999999987384e-05,0.0434417724609375,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(2, 4), (0, 4), (2, 7), (1, 4), (0, 2), (2, 6), (3, 6), (1, 6), (2, 5), (4, 7), (3, 5)])"
8,10,0.0035561999999997873,1,4.869999999979058e-05,0.04607391357421875,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (0, 7), (2, 7), (3, 7), (4, 6), (0, 2), (0, 5), (1, 6), (2, 5), (3, 5)])"
8,13,0.0037563000000000457,16,9.450000000033043e-05,0.04647064208984375,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(2, 4), (1, 2), (2, 7), (1, 5), (0, 3), (1, 4), (0, 6), (2, 3), (6, 7), (2, 6), (0, 5), (3, 6), (4, 7)])"
8,10,0.003777400000000153,1,3.219999999970469e-05,0.04486083984375,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (0, 7), (1, 2), (3, 7), (1, 4), (0, 6), (1, 7), (1, 6), (4, 7), (3, 5)])"
8,12,0.0035404999999997244,16,7.650000000003487e-05,0.0445709228515625,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(1, 2), (3, 4), (3, 7), (0, 3), (1, 4), (0, 6), (1, 7), (4, 5), (1, 6), (2, 5), (1, 3), (3, 5)])"
8,12,0.0036584000000003947,1,4.500000000007276e-05,0.04546356201171875,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (0, 7), (2, 4), (0, 4), (1, 5), (0, 3), (6, 7), (0, 5), (3, 6), (2, 5), (1, 3), (3, 5)])"
8,11,0.0035722000000002474,16,8.520000000000749e-05,0.0426788330078125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(1, 2), (3, 4), (3, 7), (4, 6), (1, 4), (1, 7), (4, 5), (5, 6), (2, 5), (4, 7), (3, 5)])"
8,7,0.0035503999999999536,1,2.8700000000103643e-05,0.0384368896484375,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(2, 4), (2, 7), (0, 5), (3, 6), (1, 6), (1, 3), (3, 5)])"
8,9,0.0031437000000003046,16,6.379999999994723e-05,0.0414581298828125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 7), (0, 4), (3, 7), (4, 6), (0, 6), (4, 5), (3, 6), (1, 6), (2, 5)])"
8,9,0.004956700000000147,1,4.500000000007276e-05,0.04431915283203125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(2, 4), (1, 2), (0, 4), (3, 7), (4, 6), (1, 7), (2, 6), (3, 6), (2, 5)])"
8,10,0.003853499999999954,16,9.22999999999341e-05,0.0427398681640625,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (0, 7), (1, 2), (0, 4), (0, 6), (6, 7), (4, 5), (2, 6), (2, 5), (4, 7)])"
8,14,0.003605700000000045,1,3.449999999993736e-05,0.04901123046875,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (2, 4), (0, 4), (2, 7), (1, 5), (3, 7), (0, 3), (5, 7), (2, 3), (6, 7), (1, 7), (3, 6), (2, 5), (4, 7)])"
8,12,0.0033558999999998562,16,9.22999999999341e-05,0.04714202880859375,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 7), (2, 4), (1, 2), (2, 7), (1, 5), (0, 3), (0, 6), (2, 3), (0, 2), (1, 7), (4, 5), (5, 6)])"
9,16,0.00746369999999974,1,9.900000000007125e-05,0.09348678588867188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (0, 7), (0, 4), (2, 7), (1, 5), (3, 7), (5, 7), (8, 0), (6, 7), (2, 6), (0, 5), (1, 6), (0, 8), (2, 5), (4, 7), (3, 5)])"
9,13,0.006854400000000371,23,0.00011789999999978207,0.09027481079101562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (2, 7), (8, 7), (4, 6), (5, 7), (0, 6), (8, 0), (8, 3), (4, 5), (0, 5), (3, 6), (0, 8), (4, 7)])"
9,13,0.006494099999999836,1,9.689999999995536e-05,0.09171676635742188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (1, 2), (2, 7), (3, 7), (0, 3), (1, 4), (5, 7), (2, 3), (5, 6), (0, 5), (3, 6), (8, 6), (4, 7)])"
9,10,0.007765899999999881,23,0.00018610000000007787,0.08733749389648438,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (0, 7), (2, 4), (1, 2), (0, 4), (2, 6), (5, 6), (0, 5), (1, 6), (2, 5)])"
9,13,0.00752879999999978,1,0.00012839999999991747,0.09104537963867188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (0, 4), (8, 1), (8, 7), (1, 4), (0, 6), (5, 7), (6, 7), (0, 2), (8, 0), (1, 6), (0, 8), (8, 5)])"
9,8,0.007092099999999935,23,0.00015330000000002286,0.08383560180664062,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (2, 4), (0, 4), (2, 7), (0, 6), (2, 3), (8, 2), (1, 3)])"
9,14,0.0072616999999999265,1,0.00012910000000010413,0.09614944458007812,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(1, 2), (1, 5), (8, 1), (3, 7), (0, 3), (1, 4), (0, 6), (0, 2), (8, 3), (2, 6), (3, 6), (1, 6), (1, 3), (8, 2)])"
9,12,0.007752399999999771,23,0.00015620000000016177,0.08929061889648438,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(1, 5), (3, 7), (0, 3), (4, 6), (5, 7), (6, 7), (1, 7), (5, 6), (0, 5), (1, 6), (4, 7), (8, 2)])"
9,17,0.007250699999999721,1,0.00011060000000018277,0.09658432006835938,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (1, 2), (8, 4), (3, 4), (8, 1), (1, 5), (3, 7), (5, 7), (8, 0), (2, 3), (6, 7), (0, 2), (0, 5), (8, 6), (1, 6), (0, 8), (8, 5)])"
9,10,0.009854100000000088,23,0.00011039999999962191,0.08562850952148438,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (3, 4), (0, 3), (0, 6), (8, 5), (4, 5), (2, 6), (8, 2), (4, 7), (3, 5)])"
9,15,0.007310700000000114,1,0.00010839999999978644,0.09133529663085938,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (2, 4), (1, 2), (0, 4), (8, 4), (0, 3), (4, 6), (0, 6), (1, 7), (8, 3), (8, 6), (1, 6), (2, 5), (1, 3), (4, 7)])"
9,8,0.006394100000000069,23,0.00017690000000003536,0.08398818969726562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (0, 4), (1, 5), (3, 7), (0, 3), (3, 6), (1, 6), (8, 2)])"
9,10,0.006987100000000357,1,0.00012210000000001386,0.08604049682617188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (8, 4), (1, 5), (4, 6), (8, 5), (1, 7), (0, 5), (8, 2), (2, 5), (4, 7)])"
9,9,0.006134599999999768,23,0.0001326999999999856,0.08565139770507812,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(8, 4), (8, 7), (3, 7), (4, 6), (0, 6), (2, 3), (1, 7), (1, 3), (3, 5)])"
9,14,0.006534700000000004,1,0.00010240000000028004,0.09096145629882812,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (1, 2), (0, 4), (3, 4), (8, 4), (0, 3), (1, 4), (8, 0), (6, 7), (2, 6), (5, 6), (0, 8), (2, 5), (4, 7)])"
9,13,0.006659300000000368,23,0.00016820000000006274,0.09330368041992188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (0, 7), (8, 4), (2, 7), (4, 6), (8, 0), (6, 7), (0, 5), (3, 6), (8, 2), (0, 8), (2, 5), (4, 7)])"
9,8,0.008534900000000345,1,0.00011150000000004212,0.07551193237304688,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (1, 2), (0, 4), (3, 4), (0, 2), (5, 6), (1, 6), (2, 5)])"
9,10,0.006924900000000012,23,0.00013409999999991484,0.08756637573242188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 4), (3, 4), (8, 4), (8, 1), (0, 3), (4, 6), (3, 6), (8, 2), (1, 3), (3, 5)])"
9,12,0.0069598000000001825,1,8.410000000003137e-05,0.09344863891601562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (2, 4), (0, 4), (8, 4), (3, 7), (4, 6), (6, 7), (8, 3), (4, 5), (1, 6), (4, 7), (8, 2)])"
9,12,0.006953100000000045,23,0.00014990000000025816,0.08801651000976562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (8, 1), (8, 7), (4, 6), (5, 7), (8, 5), (8, 0), (5, 6), (8, 2), (0, 8), (2, 5), (4, 7)])"
9,13,0.006684299999999865,1,0.00010789999999971656,0.09543991088867188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (8, 4), (1, 5), (8, 7), (1, 4), (5, 7), (2, 3), (6, 7), (8, 0), (2, 6), (0, 5), (0, 8), (2, 5)])"
9,16,0.006899100000000047,23,0.0001529000000002334,0.09655380249023438,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (0, 4), (3, 4), (2, 7), (8, 1), (0, 3), (4, 6), (1, 4), (0, 6), (0, 2), (1, 7), (8, 3), (1, 6), (2, 5), (8, 5), (8, 2)])"
9,12,0.007273300000000038,1,0.00013459999999998473,0.09354782104492188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (2, 4), (0, 4), (1, 5), (8, 7), (0, 6), (6, 7), (1, 7), (8, 3), (5, 6), (0, 5), (4, 7)])"
9,8,0.006577899999999914,23,0.0001402999999999821,0.08383560180664062,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (0, 4), (1, 5), (0, 3), (8, 5), (2, 6), (8, 6), (4, 7)])"
9,11,0.00918870000000016,1,0.0002689999999998527,0.09422683715820312,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (2, 4), (1, 2), (2, 7), (8, 7), (5, 7), (0, 6), (8, 3), (8, 6), (8, 2), (3, 5)])"
9,12,0.007737499999999731,23,0.0001597000000002069,0.08887100219726562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (1, 2), (0, 4), (3, 4), (8, 4), (8, 7), (0, 3), (2, 3), (0, 2), (2, 6), (1, 6), (8, 2)])"
9,14,0.007483399999999918,1,0.00013139999999989271,0.09274673461914062,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (2, 4), (3, 4), (2, 7), (1, 5), (4, 6), (2, 3), (6, 7), (1, 7), (4, 5), (0, 5), (3, 6), (8, 2), (8, 5)])"
9,14,0.007897600000000171,23,0.0001365999999998202,0.09778213500976562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (0, 4), (8, 4), (8, 1), (1, 4), (8, 5), (6, 7), (1, 7), (8, 3), (2, 6), (5, 6), (0, 5), (8, 2), (4, 7)])"
9,13,0.0075384999999998925,1,0.00018109999999982307,0.09323501586914062,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (1, 2), (2, 7), (8, 7), (1, 4), (0, 6), (5, 7), (0, 2), (8, 3), (2, 6), (0, 5), (8, 6), (2, 5)])"
9,12,0.009151099999999968,23,0.00020630000000032567,0.09115982055664062,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 4), (2, 7), (8, 1), (1, 5), (4, 6), (1, 4), (0, 6), (4, 5), (0, 5), (3, 6), (8, 2), (8, 5)])"
9,13,0.010086499999999887,1,0.0001437000000001909,0.09543991088867188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (8, 4), (1, 5), (8, 7), (8, 0), (6, 7), (0, 2), (8, 3), (2, 6), (3, 6), (1, 6), (0, 8), (3, 5)])"
9,13,0.009312599999999893,23,0.00019830000000009562,0.09164047241210938,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (8, 1), (8, 7), (0, 3), (1, 4), (0, 6), (8, 0), (6, 7), (1, 7), (2, 6), (5, 6), (1, 6), (0, 8)])"
9,12,0.007593100000000241,1,9.259999999988722e-05,0.09025192260742188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (0, 4), (3, 4), (4, 6), (2, 3), (6, 7), (0, 2), (4, 5), (0, 5), (3, 6), (1, 6), (4, 7)])"
9,9,0.007092899999999958,23,0.00012379999999989622,0.08330154418945312,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (1, 2), (3, 4), (8, 1), (3, 7), (1, 4), (5, 7), (0, 2), (4, 7)])"
9,10,0.008294299999999755,1,8.350000000012514e-05,0.09063339233398438,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (1, 2), (0, 4), (0, 3), (5, 7), (8, 0), (4, 5), (5, 6), (8, 2), (0, 8)])"
9,15,0.007288100000000242,23,0.00019470000000021415,0.09581375122070312,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (0, 7), (3, 4), (8, 1), (1, 5), (3, 7), (1, 4), (8, 0), (2, 3), (0, 2), (2, 6), (5, 6), (0, 8), (4, 7), (3, 5)])"
9,12,0.00726099999999974,1,8.609999999986684e-05,0.09344863891601562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (2, 4), (1, 2), (2, 7), (0, 3), (4, 6), (1, 4), (6, 7), (4, 5), (0, 5), (3, 6), (8, 5)])"
9,12,0.007189700000000077,23,0.00016370000000032192,0.09341049194335938,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (3, 7), (0, 3), (2, 3), (6, 7), (2, 6), (8, 6), (1, 6), (1, 3), (4, 7), (3, 5), (8, 2)])"
9,18,0.0072464999999999336,1,0.00012629999999980157,0.09846878051757812,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(1, 2), (0, 4), (3, 4), (2, 7), (8, 1), (8, 4), (5, 7), (8, 5), (8, 0), (0, 2), (1, 7), (8, 3), (4, 5), (0, 5), (3, 6), (1, 6), (0, 8), (4, 7)])"
9,8,0.006559900000000063,23,0.0001209000000002014,0.08386611938476562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (2, 4), (0, 4), (2, 7), (4, 6), (8, 3), (5, 6), (1, 6)])"
9,16,0.007315999999999878,1,0.00012649999999991834,0.09627151489257812,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (1, 2), (0, 4), (1, 5), (8, 1), (3, 7), (0, 3), (4, 6), (1, 4), (5, 7), (2, 3), (8, 0), (1, 7), (3, 6), (8, 2), (0, 8)])"
9,12,0.006652199999999997,23,0.00017219999999973368,0.09619522094726562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (1, 2), (0, 4), (8, 1), (3, 7), (6, 7), (0, 2), (2, 6), (3, 6), (1, 6), (2, 5), (4, 7)])"
9,14,0.00711850000000025,1,0.00010519999999969443,0.09388351440429688,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (8, 4), (3, 4), (1, 5), (5, 7), (0, 2), (8, 3), (2, 6), (4, 5), (3, 6), (1, 6), (2, 5), (8, 5), (3, 5)])"
9,13,0.00861040000000024,23,0.00015610000000032542,0.09363174438476562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (0, 4), (8, 4), (2, 7), (8, 7), (4, 6), (1, 4), (0, 6), (2, 3), (0, 2), (4, 5), (2, 5), (8, 5)])"
9,13,0.00731230000000016,1,0.00010040000000000049,0.09392166137695312,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(8, 4), (8, 1), (4, 6), (1, 4), (8, 0), (2, 3), (1, 7), (0, 2), (4, 5), (5, 6), (0, 8), (2, 5), (3, 5)])"
9,10,0.006609499999999713,23,0.00020679999999995147,0.08742904663085938,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (3, 4), (8, 7), (1, 4), (6, 7), (1, 7), (8, 3), (0, 5), (1, 3), (8, 5)])"
9,8,0.0068253999999998705,1,9.890000000023491e-05,0.08381271362304688,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (1, 2), (8, 4), (3, 7), (1, 4), (5, 6), (3, 6), (4, 7)])"
9,13,0.006853099999999834,23,0.00014570000000002636,0.09409713745117188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (2, 4), (0, 4), (8, 7), (3, 7), (0, 3), (2, 3), (0, 2), (1, 7), (3, 6), (2, 5), (1, 3), (4, 7)])"
9,16,0.0069045999999999275,1,0.00016009999999999636,0.09019851684570312,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (0, 7), (1, 2), (8, 4), (3, 4), (1, 5), (8, 7), (4, 6), (1, 4), (0, 2), (8, 3), (2, 6), (0, 5), (3, 6), (1, 6), (8, 5)])"
9,13,0.007136500000000101,23,0.00018340000000005574,0.09566879272460938,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (8, 4), (2, 7), (1, 5), (8, 7), (8, 5), (8, 3), (4, 5), (0, 5), (3, 6), (1, 6), (4, 7), (3, 5)])"
9,11,0.007292300000000029,1,0.00012989999999968305,0.07938766479492188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (1, 2), (8, 4), (8, 1), (8, 7), (4, 6), (5, 7), (0, 5), (3, 6), (1, 3), (8, 5)])"
9,15,0.007071900000000131,23,0.000128000000000128,0.09514236450195312,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (2, 4), (1, 2), (0, 4), (3, 4), (8, 1), (1, 5), (8, 7), (5, 7), (8, 0), (0, 2), (4, 5), (0, 5), (3, 6), (0, 8)])"
9,16,0.007080000000000197,1,0.0001517999999998132,0.09122848510742188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (1, 2), (8, 4), (8, 1), (8, 7), (8, 0), (8, 5), (0, 2), (8, 3), (2, 6), (4, 5), (8, 6), (8, 2), (0, 8), (1, 3), (4, 7)])"
9,13,0.006611000000000367,23,0.00014300000000000423,0.09391403198242188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (2, 4), (3, 4), (2, 7), (1, 5), (3, 7), (0, 3), (1, 4), (5, 7), (8, 0), (0, 2), (2, 6), (0, 8)])"
9,14,0.006807599999999692,1,0.00013079999999998648,0.09228897094726562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (8, 4), (2, 7), (0, 3), (4, 6), (0, 6), (1, 7), (8, 3), (2, 6), (4, 5), (5, 6), (3, 6), (1, 6), (4, 7)])"
9,18,0.006753600000000137,23,0.00013519999999989096,0.09145736694335938,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (8, 4), (3, 4), (2, 7), (1, 5), (8, 1), (8, 7), (4, 6), (5, 7), (6, 7), (0, 2), (1, 7), (8, 6), (1, 6), (2, 5), (8, 5), (3, 5), (8, 2)])"
9,19,0.007569399999999948,1,0.0001790999999999876,0.09792709350585938,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(5, 7), (0, 2), (8, 3), (0, 5), (1, 6), (1, 3), (3, 6), (8, 2), (8, 5), (0, 1), (2, 4), (0, 4), (2, 7), (6, 7), (8, 4), (8, 1), (0, 3), (2, 3), (1, 7)])"
9,8,0.007256599999999835,23,0.00017519999999970892,0.08386611938476562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (2, 7), (8, 7), (1, 4), (2, 3), (0, 5), (8, 6), (1, 3)])"
9,15,0.007040900000000239,1,0.00017349999999982657,0.09234237670898438,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (2, 4), (1, 2), (0, 4), (3, 4), (8, 1), (8, 7), (4, 6), (1, 4), (8, 3), (4, 5), (1, 6), (2, 5), (4, 7), (8, 2)])"
9,11,0.007010800000000206,23,0.00014819999999993172,0.08588027954101562,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (1, 2), (0, 4), (3, 4), (8, 1), (5, 7), (6, 7), (5, 6), (0, 5), (4, 7), (3, 5)])"
9,10,0.006798300000000257,1,0.00010740000000009076,0.08980178833007812,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (0, 7), (8, 4), (8, 1), (1, 4), (0, 6), (2, 3), (0, 2), (2, 5), (4, 7)])"
9,11,0.006524800000000219,23,0.00013599999999991397,0.08745956420898438,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(8, 4), (3, 4), (1, 5), (3, 7), (4, 6), (0, 6), (6, 7), (8, 3), (1, 7), (3, 6), (4, 7)])"
9,15,0.008840699999999924,1,0.0001652000000000875,0.09421920776367188,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (3, 4), (1, 5), (4, 6), (0, 6), (2, 3), (6, 7), (4, 5), (2, 6), (5, 6), (8, 2), (2, 5), (1, 3), (8, 5), (3, 5)])"
9,9,0.007134999999999891,23,0.00015870000000006712,0.08327865600585938,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (3, 4), (2, 3), (4, 5), (5, 6), (3, 6), (8, 2), (1, 3), (4, 7)])"
9,17,0.0067758000000002205,1,0.00012539999999994222,0.09840011596679688,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (0, 4), (3, 4), (5, 7), (0, 6), (2, 3), (8, 5), (0, 2), (1, 7), (6, 7), (8, 0), (0, 5), (8, 6), (1, 6), (0, 8), (4, 7), (8, 2)])"
9,10,0.006814300000000273,23,0.00016829999999989909,0.08694839477539062,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (0, 7), (1, 2), (0, 3), (5, 7), (0, 2), (8, 3), (3, 6), (8, 2), (1, 3)])"
9,8,0.006981199999999799,1,0.00012020000000001474,0.08381271362304688,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(1, 2), (3, 4), (3, 7), (0, 3), (4, 6), (8, 3), (5, 6), (3, 6)])"
9,6,0.006493799999999883,23,0.0001500000000000945,0.07827377319335938,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 4), (0, 3), (2, 3), (0, 2), (8, 3), (0, 5)])"
9,15,0.0070390000000002395,1,0.00011019999999994923,0.08948898315429688,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (0, 7), (1, 5), (8, 7), (3, 7), (4, 6), (1, 4), (2, 3), (4, 5), (2, 6), (3, 6), (8, 2), (2, 5), (4, 7), (3, 5)])"
9,14,0.007409899999999858,23,0.0001336999999996813,0.09566879272460938,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (8, 4), (2, 7), (3, 7), (8, 5), (2, 3), (0, 2), (1, 7), (8, 3), (4, 5), (5, 6), (3, 6), (1, 3), (4, 7)])"
9,10,0.006368300000000104,1,7.860000000015077e-05,0.08949661254882812,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(1, 2), (1, 5), (8, 7), (3, 7), (1, 4), (0, 6), (1, 7), (3, 6), (8, 5), (3, 5)])"
9,14,0.008521999999999696,23,0.0001614999999999256,0.09315109252929688,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 4), (2, 7), (1, 5), (8, 7), (0, 3), (0, 6), (6, 7), (0, 2), (1, 7), (2, 6), (0, 5), (3, 6), (2, 5), (4, 7)])"
